backend,quantization,scenario,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu,fp32,single_long,60,93.26935609999843,90.40284499999984,8.159187334468957,84.99582900000746,126.38192299999672,104.60191579999503,109.07110004998799,121.45836296999046
transformers-gpu-compile,fp32,single_long,60,98.28834631666534,97.33142299998576,4.7624911256548295,92.43518700000664,114.86044299999776,105.73030359999507,108.76083035001473,112.32342588999384
transformers-gpu,fp32,single_medium,60,90.24921260000029,88.845261000003,4.824168841213939,84.52172299999461,110.13463800000522,94.99657959999297,98.45031075001316,107.15982849999675
transformers-gpu-compile,fp32,single_medium,60,100.22409993333433,98.17282049999676,7.357990690333605,92.69110600001795,141.94656899999814,107.38563090001206,110.53929970000667,127.22853933000513
transformers-gpu,fp32,single_micro,60,96.56950273333345,93.43850999998438,9.629407862452034,85.11876299999699,136.8201380000187,107.70151030000646,110.23063365001066,127.76996751999854
transformers-gpu-compile,fp32,single_micro,60,102.61138006666972,100.04134999998371,8.732144429466254,92.03254500002345,130.2608020000093,114.19494210001062,119.72317379998715,129.39456518001063
transformers-gpu,fp32,single_short,60,97.12493600000252,93.89343900001279,11.596755178683999,84.92458700001748,149.24124699999197,108.1948429000107,117.22570040001443,139.6244057100065
transformers-gpu-compile,fp32,single_short,60,99.96019498333435,98.09749250000266,6.895067018483327,92.67562400000884,131.00370600000133,107.45770350001749,110.55757135000306,127.66069992000125
transformers-gpu,fp32,stress_single,30,92.06524726666412,88.7404965000087,9.646392441519604,85.81546199999934,128.92925899998886,98.16789249999263,112.79480285000145,125.89176448999469
transformers-gpu-compile,fp32,stress_single,30,97.9904415999973,96.45202949999998,5.523478340333651,91.94359800000028,116.95283200000972,104.21943599998541,107.07122319999769,114.62257354000913
