timestamp,power.draw [W],utilization.gpu [%],memory.used [MiB]
2025/11/27 17:05:38.067, 133.62 W, 98 %, 9499 MiB
2025/11/27 17:05:38.222, 133.62 W, 98 %, 9499 MiB
2025/11/27 17:05:38.393, 134.12 W, 98 %, 9499 MiB
2025/11/27 17:05:38.564, 134.12 W, 98 %, 9499 MiB
2025/11/27 17:05:38.719, 134.12 W, 98 %, 9499 MiB
2025/11/27 17:05:38.892, 133.43 W, 98 %, 9499 MiB
2025/11/27 17:05:39.063, 133.43 W, 98 %, 9499 MiB
2025/11/27 17:05:39.218, 133.43 W, 98 %, 9499 MiB
2025/11/27 17:05:39.372, 133.16 W, 98 %, 9499 MiB
2025/11/27 17:05:39.527, 133.16 W, 98 %, 9499 MiB
2025/11/27 17:05:39.681, 133.16 W, 98 %, 9499 MiB
2025/11/27 17:05:39.837, 135.18 W, 98 %, 9499 MiB
2025/11/27 17:05:40.007, 135.18 W, 98 %, 9499 MiB
2025/11/27 17:05:40.178, 135.18 W, 98 %, 9499 MiB
2025/11/27 17:05:40.334, 135.36 W, 98 %, 9499 MiB
2025/11/27 17:05:40.491, 135.36 W, 98 %, 9499 MiB
2025/11/27 17:05:40.661, 135.36 W, 98 %, 9499 MiB
2025/11/27 17:05:40.832, 134.57 W, 98 %, 9499 MiB
2025/11/27 17:05:41.001, 134.57 W, 98 %, 9499 MiB
2025/11/27 17:05:41.171, 134.57 W, 98 %, 9499 MiB
2025/11/27 17:05:41.343, 134.27 W, 98 %, 9499 MiB
2025/11/27 17:05:41.497, 134.27 W, 98 %, 9499 MiB
2025/11/27 17:05:41.651, 134.27 W, 98 %, 9499 MiB
2025/11/27 17:05:41.806, 135.01 W, 98 %, 9499 MiB
2025/11/27 17:05:41.976, 135.01 W, 98 %, 9499 MiB
2025/11/27 17:05:42.146, 135.01 W, 98 %, 9499 MiB
2025/11/27 17:05:42.318, 134.66 W, 98 %, 9499 MiB
2025/11/27 17:05:42.488, 134.66 W, 98 %, 9499 MiB
2025/11/27 17:05:42.644, 134.66 W, 98 %, 9499 MiB
2025/11/27 17:05:42.800, 135.16 W, 98 %, 9499 MiB
2025/11/27 17:05:42.971, 135.16 W, 98 %, 9499 MiB
2025/11/27 17:05:43.140, 135.16 W, 98 %, 9499 MiB
2025/11/27 17:05:43.310, 135.93 W, 100 %, 9499 MiB
2025/11/27 17:05:43.483, 135.93 W, 100 %, 9499 MiB
2025/11/27 17:05:43.652, 135.93 W, 100 %, 9499 MiB
2025/11/27 17:05:43.822, 137.19 W, 100 %, 9499 MiB
2025/11/27 17:05:44.009, 137.19 W, 100 %, 9499 MiB
2025/11/27 17:05:44.179, 137.19 W, 100 %, 9499 MiB
2025/11/27 17:05:44.350, 136.55 W, 100 %, 9499 MiB
2025/11/27 17:05:44.519, 136.55 W, 100 %, 9499 MiB
2025/11/27 17:05:44.689, 136.55 W, 100 %, 9499 MiB
2025/11/27 17:05:44.860, 137.15 W, 100 %, 9499 MiB
2025/11/27 17:05:45.043, 137.15 W, 100 %, 9499 MiB
2025/11/27 17:05:45.215, 137.15 W, 100 %, 9499 MiB
2025/11/27 17:05:45.384, 137.28 W, 100 %, 9499 MiB
2025/11/27 17:05:45.555, 137.28 W, 100 %, 9499 MiB
2025/11/27 17:05:45.710, 137.28 W, 100 %, 9499 MiB
2025/11/27 17:05:45.879, 136.97 W, 100 %, 9499 MiB
2025/11/27 17:05:46.049, 136.97 W, 100 %, 9499 MiB
2025/11/27 17:05:46.219, 136.97 W, 100 %, 9499 MiB
2025/11/27 17:05:46.387, 137.48 W, 100 %, 9499 MiB
2025/11/27 17:05:46.557, 137.48 W, 100 %, 9499 MiB
2025/11/27 17:05:46.728, 137.48 W, 100 %, 9499 MiB
2025/11/27 17:05:46.881, 137.91 W, 100 %, 9499 MiB
2025/11/27 17:05:47.037, 137.91 W, 100 %, 9499 MiB
2025/11/27 17:05:47.206, 137.91 W, 100 %, 9499 MiB
2025/11/27 17:05:47.374, 147.24 W, 100 %, 9499 MiB
2025/11/27 17:05:47.544, 147.24 W, 100 %, 9499 MiB
2025/11/27 17:05:47.701, 147.24 W, 100 %, 9499 MiB
2025/11/27 17:05:47.857, 148.40 W, 100 %, 9499 MiB
2025/11/27 17:05:48.027, 148.40 W, 100 %, 9499 MiB
2025/11/27 17:05:48.197, 148.40 W, 100 %, 9499 MiB
2025/11/27 17:05:48.365, 138.45 W, 100 %, 9499 MiB
2025/11/27 17:05:48.536, 138.45 W, 100 %, 9499 MiB
2025/11/27 17:05:48.690, 138.45 W, 100 %, 9499 MiB
2025/11/27 17:05:48.861, 138.23 W, 100 %, 9499 MiB
2025/11/27 17:05:49.030, 138.23 W, 100 %, 9499 MiB
2025/11/27 17:05:49.185, 138.23 W, 100 %, 9499 MiB
2025/11/27 17:05:49.356, 137.85 W, 100 %, 9499 MiB
2025/11/27 17:05:49.511, 137.85 W, 100 %, 9499 MiB
2025/11/27 17:05:49.665, 137.85 W, 100 %, 9499 MiB
2025/11/27 17:05:49.819, 138.38 W, 100 %, 9499 MiB
2025/11/27 17:05:49.974, 138.38 W, 100 %, 9499 MiB
2025/11/27 17:05:50.160, 138.38 W, 100 %, 9499 MiB
2025/11/27 17:05:50.331, 138.54 W, 100 %, 9499 MiB
2025/11/27 17:05:50.503, 138.54 W, 100 %, 9499 MiB
2025/11/27 17:05:50.659, 138.54 W, 100 %, 9499 MiB
2025/11/27 17:05:50.829, 137.78 W, 100 %, 9499 MiB
2025/11/27 17:05:50.998, 137.78 W, 100 %, 9499 MiB
2025/11/27 17:05:51.168, 137.78 W, 100 %, 9499 MiB
2025/11/27 17:05:51.339, 137.42 W, 100 %, 9499 MiB
2025/11/27 17:05:51.495, 137.42 W, 100 %, 9499 MiB
2025/11/27 17:05:51.651, 137.42 W, 100 %, 9499 MiB
2025/11/27 17:05:51.806, 137.28 W, 100 %, 9499 MiB
2025/11/27 17:05:51.977, 137.28 W, 100 %, 9499 MiB
2025/11/27 17:05:52.145, 137.28 W, 100 %, 9499 MiB
2025/11/27 17:05:52.301, 136.11 W, 98 %, 9499 MiB
2025/11/27 17:05:52.472, 136.11 W, 98 %, 9499 MiB
2025/11/27 17:05:52.627, 136.11 W, 98 %, 9499 MiB
2025/11/27 17:05:52.783, 136.11 W, 98 %, 9499 MiB
2025/11/27 17:05:52.937, 135.80 W, 98 %, 9499 MiB
2025/11/27 17:05:53.108, 135.80 W, 98 %, 9499 MiB
2025/11/27 17:05:53.278, 135.80 W, 98 %, 9499 MiB
2025/11/27 17:05:53.449, 136.24 W, 100 %, 9499 MiB
2025/11/27 17:05:53.622, 136.24 W, 100 %, 9499 MiB
2025/11/27 17:05:53.777, 136.24 W, 100 %, 9499 MiB
2025/11/27 17:05:53.947, 145.49 W, 100 %, 9499 MiB
2025/11/27 17:05:54.118, 145.49 W, 100 %, 9499 MiB
2025/11/27 17:05:54.287, 145.49 W, 100 %, 9499 MiB
2025/11/27 17:05:54.457, 145.73 W, 99 %, 9499 MiB
2025/11/27 17:05:54.628, 145.73 W, 99 %, 9499 MiB
2025/11/27 17:05:54.800, 136.99 W, 99 %, 9499 MiB
2025/11/27 17:05:54.970, 136.99 W, 99 %, 9499 MiB
2025/11/27 17:05:55.126, 136.99 W, 99 %, 9499 MiB
2025/11/27 17:05:55.297, 136.08 W, 99 %, 9499 MiB
2025/11/27 17:05:55.453, 136.08 W, 99 %, 9499 MiB
2025/11/27 17:05:55.620, 136.08 W, 99 %, 9499 MiB
2025/11/27 17:05:55.792, 135.30 W, 99 %, 9499 MiB
2025/11/27 17:05:55.961, 135.30 W, 99 %, 9499 MiB
2025/11/27 17:05:56.116, 135.30 W, 99 %, 9499 MiB
2025/11/27 17:05:56.270, 135.30 W, 99 %, 9499 MiB
2025/11/27 17:05:56.441, 134.65 W, 98 %, 9499 MiB
2025/11/27 17:05:56.613, 134.65 W, 98 %, 9499 MiB
2025/11/27 17:05:56.771, 134.65 W, 98 %, 9499 MiB
2025/11/27 17:05:56.942, 135.15 W, 98 %, 9499 MiB
2025/11/27 17:05:57.098, 135.15 W, 98 %, 9499 MiB
2025/11/27 17:05:57.269, 135.15 W, 98 %, 9499 MiB
2025/11/27 17:05:57.440, 135.94 W, 100 %, 9499 MiB
2025/11/27 17:05:57.611, 135.94 W, 100 %, 9499 MiB
2025/11/27 17:05:57.780, 135.94 W, 100 %, 9499 MiB
2025/11/27 17:05:57.935, 137.38 W, 100 %, 9499 MiB
2025/11/27 17:05:58.105, 137.38 W, 100 %, 9499 MiB
2025/11/27 17:05:58.260, 137.38 W, 100 %, 9499 MiB
2025/11/27 17:05:58.415, 137.82 W, 100 %, 9499 MiB
2025/11/27 17:05:58.584, 137.82 W, 100 %, 9499 MiB
2025/11/27 17:05:58.738, 137.82 W, 100 %, 9499 MiB
2025/11/27 17:05:58.907, 138.71 W, 100 %, 9499 MiB
2025/11/27 17:05:59.064, 138.71 W, 100 %, 9499 MiB
2025/11/27 17:05:59.232, 138.71 W, 100 %, 9499 MiB
2025/11/27 17:05:59.388, 138.90 W, 100 %, 9499 MiB
2025/11/27 17:05:59.557, 138.90 W, 100 %, 9499 MiB
2025/11/27 17:05:59.728, 138.90 W, 100 %, 9499 MiB
2025/11/27 17:05:59.897, 139.12 W, 100 %, 9499 MiB
2025/11/27 17:06:00.070, 139.12 W, 100 %, 9499 MiB
2025/11/27 17:06:00.226, 139.12 W, 100 %, 9499 MiB
2025/11/27 17:06:00.397, 138.76 W, 99 %, 9499 MiB
2025/11/27 17:06:00.553, 138.76 W, 99 %, 9499 MiB
2025/11/27 17:06:00.736, 138.76 W, 99 %, 9499 MiB
2025/11/27 17:06:00.890, 138.56 W, 99 %, 9499 MiB
2025/11/27 17:06:01.060, 138.56 W, 99 %, 9499 MiB
2025/11/27 17:06:01.229, 138.56 W, 99 %, 9499 MiB
2025/11/27 17:06:01.400, 139.11 W, 100 %, 9499 MiB
2025/11/27 17:06:01.555, 139.11 W, 100 %, 9499 MiB
2025/11/27 17:06:01.726, 139.11 W, 100 %, 9499 MiB
2025/11/27 17:06:01.897, 138.56 W, 100 %, 9499 MiB
2025/11/27 17:06:02.052, 138.56 W, 100 %, 9499 MiB
2025/11/27 17:06:02.223, 138.56 W, 100 %, 9499 MiB
2025/11/27 17:06:02.392, 137.85 W, 100 %, 9499 MiB
2025/11/27 17:06:02.548, 137.85 W, 100 %, 9499 MiB
2025/11/27 17:06:02.719, 137.85 W, 100 %, 9499 MiB
2025/11/27 17:06:02.873, 137.91 W, 100 %, 9499 MiB
2025/11/27 17:06:03.058, 137.91 W, 100 %, 9499 MiB
2025/11/27 17:06:03.215, 137.91 W, 100 %, 9499 MiB
2025/11/27 17:06:03.372, 137.35 W, 98 %, 9499 MiB
2025/11/27 17:06:03.529, 137.35 W, 98 %, 9499 MiB
2025/11/27 17:06:03.687, 137.35 W, 98 %, 9499 MiB
2025/11/27 17:06:03.859, 136.83 W, 98 %, 9499 MiB
2025/11/27 17:06:04.029, 136.83 W, 98 %, 9499 MiB
2025/11/27 17:06:04.199, 136.83 W, 98 %, 9499 MiB
2025/11/27 17:06:04.369, 135.68 W, 99 %, 9499 MiB
2025/11/27 17:06:04.542, 135.68 W, 99 %, 9499 MiB
2025/11/27 17:06:04.712, 135.68 W, 99 %, 9499 MiB
2025/11/27 17:06:04.867, 135.20 W, 99 %, 9499 MiB
2025/11/27 17:06:05.023, 135.20 W, 99 %, 9499 MiB
2025/11/27 17:06:05.178, 135.20 W, 99 %, 9499 MiB
2025/11/27 17:06:05.333, 136.22 W, 98 %, 9499 MiB
2025/11/27 17:06:05.487, 136.22 W, 98 %, 9499 MiB
2025/11/27 17:06:05.659, 136.22 W, 98 %, 9499 MiB
2025/11/27 17:06:05.815, 137.24 W, 98 %, 9499 MiB
2025/11/27 17:06:05.970, 137.24 W, 98 %, 9499 MiB
2025/11/27 17:06:06.141, 137.24 W, 98 %, 9499 MiB
2025/11/27 17:06:06.309, 135.79 W, 99 %, 9499 MiB
2025/11/27 17:06:06.477, 135.79 W, 99 %, 9499 MiB
2025/11/27 17:06:06.646, 135.79 W, 99 %, 9499 MiB
2025/11/27 17:06:06.804, 134.45 W, 99 %, 9499 MiB
2025/11/27 17:06:06.976, 134.45 W, 99 %, 9499 MiB
2025/11/27 17:06:07.148, 134.45 W, 99 %, 9499 MiB
2025/11/27 17:06:07.317, 134.36 W, 99 %, 9499 MiB
2025/11/27 17:06:07.472, 134.36 W, 99 %, 9499 MiB
2025/11/27 17:06:07.642, 134.36 W, 99 %, 9499 MiB
2025/11/27 17:06:07.813, 135.15 W, 99 %, 9499 MiB
2025/11/27 17:06:07.984, 135.15 W, 99 %, 9499 MiB
2025/11/27 17:06:08.154, 135.15 W, 99 %, 9499 MiB
2025/11/27 17:06:08.326, 135.25 W, 99 %, 9499 MiB
2025/11/27 17:06:08.496, 135.25 W, 99 %, 9499 MiB
2025/11/27 17:06:08.653, 135.25 W, 99 %, 9499 MiB
2025/11/27 17:06:08.809, 135.13 W, 99 %, 9499 MiB
2025/11/27 17:06:08.965, 135.13 W, 99 %, 9499 MiB
2025/11/27 17:06:09.120, 135.13 W, 99 %, 9499 MiB
2025/11/27 17:06:09.292, 135.13 W, 99 %, 9499 MiB
2025/11/27 17:06:09.446, 135.97 W, 100 %, 9499 MiB
2025/11/27 17:06:09.600, 135.97 W, 100 %, 9499 MiB
2025/11/27 17:06:09.770, 135.97 W, 100 %, 9499 MiB
2025/11/27 17:06:09.926, 137.05 W, 100 %, 9499 MiB
2025/11/27 17:06:10.099, 137.05 W, 100 %, 9499 MiB
2025/11/27 17:06:10.253, 137.05 W, 100 %, 9499 MiB
2025/11/27 17:06:10.424, 136.78 W, 100 %, 9499 MiB
2025/11/27 17:06:10.596, 136.78 W, 100 %, 9499 MiB
2025/11/27 17:06:10.751, 136.78 W, 100 %, 9499 MiB
2025/11/27 17:06:10.922, 136.97 W, 100 %, 9499 MiB
2025/11/27 17:06:11.076, 136.97 W, 100 %, 9499 MiB
2025/11/27 17:06:11.232, 136.97 W, 100 %, 9499 MiB
2025/11/27 17:06:11.403, 137.83 W, 100 %, 9499 MiB
2025/11/27 17:06:11.557, 137.83 W, 100 %, 9499 MiB
2025/11/27 17:06:11.727, 137.83 W, 100 %, 9499 MiB
2025/11/27 17:06:11.896, 138.25 W, 100 %, 9499 MiB
2025/11/27 17:06:12.067, 138.25 W, 100 %, 9499 MiB
2025/11/27 17:06:12.222, 138.25 W, 100 %, 9499 MiB
2025/11/27 17:06:12.392, 138.10 W, 100 %, 9499 MiB
2025/11/27 17:06:12.548, 138.10 W, 100 %, 9499 MiB
2025/11/27 17:06:12.719, 138.10 W, 100 %, 9499 MiB
2025/11/27 17:06:12.888, 138.16 W, 100 %, 9499 MiB
2025/11/27 17:06:13.058, 138.16 W, 100 %, 9499 MiB
2025/11/27 17:06:13.228, 138.16 W, 100 %, 9499 MiB
2025/11/27 17:06:13.399, 136.93 W, 100 %, 9499 MiB
2025/11/27 17:06:13.571, 136.93 W, 100 %, 9499 MiB
2025/11/27 17:06:13.743, 136.93 W, 100 %, 9499 MiB
2025/11/27 17:06:13.930, 136.02 W, 100 %, 9499 MiB
2025/11/27 17:06:14.099, 136.02 W, 100 %, 9499 MiB
2025/11/27 17:06:14.269, 136.02 W, 100 %, 9499 MiB
2025/11/27 17:06:14.440, 136.99 W, 100 %, 9499 MiB
2025/11/27 17:06:14.610, 136.99 W, 100 %, 9499 MiB
2025/11/27 17:06:14.777, 136.99 W, 100 %, 9499 MiB
2025/11/27 17:06:14.947, 136.70 W, 100 %, 9499 MiB
2025/11/27 17:06:15.101, 136.70 W, 100 %, 9499 MiB
2025/11/27 17:06:15.270, 136.70 W, 100 %, 9499 MiB
2025/11/27 17:06:15.440, 137.39 W, 100 %, 9499 MiB
2025/11/27 17:06:15.612, 137.39 W, 100 %, 9499 MiB
2025/11/27 17:06:15.783, 137.39 W, 100 %, 9499 MiB
2025/11/27 17:06:15.954, 137.93 W, 100 %, 9499 MiB
2025/11/27 17:06:16.109, 137.93 W, 100 %, 9499 MiB
2025/11/27 17:06:16.280, 137.93 W, 100 %, 9499 MiB
2025/11/27 17:06:16.451, 137.98 W, 100 %, 9499 MiB
2025/11/27 17:06:16.607, 137.98 W, 100 %, 9499 MiB
2025/11/27 17:06:16.763, 137.98 W, 100 %, 9499 MiB
2025/11/27 17:06:16.920, 138.11 W, 100 %, 9499 MiB
2025/11/27 17:06:17.076, 138.11 W, 100 %, 9499 MiB
2025/11/27 17:06:17.248, 138.11 W, 100 %, 9499 MiB
2025/11/27 17:06:17.419, 136.47 W, 98 %, 9499 MiB
2025/11/27 17:06:17.589, 136.47 W, 98 %, 9499 MiB
2025/11/27 17:06:17.757, 136.47 W, 98 %, 9499 MiB
2025/11/27 17:06:17.928, 134.88 W, 98 %, 9499 MiB
2025/11/27 17:06:18.097, 134.88 W, 98 %, 9499 MiB
2025/11/27 17:06:18.268, 134.88 W, 98 %, 9499 MiB
2025/11/27 17:06:18.438, 134.33 W, 98 %, 9499 MiB
2025/11/27 17:06:18.609, 134.33 W, 98 %, 9499 MiB
2025/11/27 17:06:18.780, 134.33 W, 98 %, 9499 MiB
2025/11/27 17:06:18.951, 134.99 W, 98 %, 9499 MiB
2025/11/27 17:06:19.108, 134.99 W, 98 %, 9499 MiB
2025/11/27 17:06:19.279, 134.99 W, 98 %, 9499 MiB
2025/11/27 17:06:19.449, 135.76 W, 99 %, 9499 MiB
2025/11/27 17:06:19.602, 135.76 W, 99 %, 9499 MiB
2025/11/27 17:06:19.790, 135.76 W, 99 %, 9499 MiB
2025/11/27 17:06:19.960, 136.16 W, 99 %, 9499 MiB
2025/11/27 17:06:20.130, 136.16 W, 99 %, 9499 MiB
2025/11/27 17:06:20.299, 136.57 W, 100 %, 9499 MiB
2025/11/27 17:06:20.454, 136.57 W, 100 %, 9499 MiB
2025/11/27 17:06:20.610, 136.57 W, 100 %, 9499 MiB
2025/11/27 17:06:20.780, 136.57 W, 100 %, 9499 MiB
2025/11/27 17:06:20.950, 137.64 W, 100 %, 9499 MiB
2025/11/27 17:06:21.135, 137.64 W, 100 %, 9499 MiB
2025/11/27 17:06:21.335, 149.45 W, 90 %, 9499 MiB
2025/11/27 17:06:21.520, 149.45 W, 90 %, 9499 MiB
2025/11/27 17:06:21.689, 149.45 W, 90 %, 9499 MiB
2025/11/27 17:06:21.846, 156.32 W, 90 %, 9499 MiB
2025/11/27 17:06:22.000, 156.32 W, 90 %, 9499 MiB
2025/11/27 17:06:22.169, 156.32 W, 90 %, 9499 MiB
2025/11/27 17:06:22.338, 154.25 W, 90 %, 9499 MiB
2025/11/27 17:06:22.492, 154.25 W, 90 %, 9499 MiB
2025/11/27 17:06:22.648, 154.25 W, 90 %, 9499 MiB
2025/11/27 17:06:22.816, 154.23 W, 90 %, 9499 MiB
2025/11/27 17:06:22.988, 154.23 W, 90 %, 9499 MiB
2025/11/27 17:06:23.155, 154.23 W, 90 %, 9499 MiB
2025/11/27 17:06:23.325, 154.29 W, 91 %, 9499 MiB
2025/11/27 17:06:23.479, 154.29 W, 91 %, 9499 MiB
2025/11/27 17:06:23.647, 154.29 W, 91 %, 9499 MiB
2025/11/27 17:06:23.815, 154.72 W, 91 %, 9499 MiB
2025/11/27 17:06:23.970, 154.72 W, 91 %, 9499 MiB
2025/11/27 17:06:24.140, 154.72 W, 91 %, 9499 MiB
2025/11/27 17:06:24.326, 154.42 W, 92 %, 9499 MiB
2025/11/27 17:06:24.494, 154.42 W, 92 %, 9499 MiB
2025/11/27 17:06:24.663, 154.42 W, 92 %, 9499 MiB
2025/11/27 17:06:24.818, 153.72 W, 92 %, 9499 MiB
2025/11/27 17:06:24.989, 153.72 W, 92 %, 9499 MiB
2025/11/27 17:06:25.146, 153.72 W, 92 %, 9499 MiB
2025/11/27 17:06:25.332, 153.76 W, 92 %, 9499 MiB
2025/11/27 17:06:25.516, 153.76 W, 92 %, 9499 MiB
2025/11/27 17:06:25.669, 153.76 W, 92 %, 9499 MiB
2025/11/27 17:06:25.824, 153.98 W, 92 %, 9499 MiB
2025/11/27 17:06:25.992, 153.98 W, 92 %, 9499 MiB
2025/11/27 17:06:26.163, 153.98 W, 92 %, 9499 MiB
2025/11/27 17:06:26.333, 154.23 W, 92 %, 9499 MiB
2025/11/27 17:06:26.502, 154.23 W, 92 %, 9499 MiB
2025/11/27 17:06:26.671, 154.23 W, 92 %, 9499 MiB
2025/11/27 17:06:26.825, 154.05 W, 92 %, 9499 MiB
2025/11/27 17:06:26.994, 154.05 W, 92 %, 9499 MiB
2025/11/27 17:06:27.163, 154.05 W, 92 %, 9499 MiB
2025/11/27 17:06:27.333, 152.42 W, 92 %, 9499 MiB
2025/11/27 17:06:27.501, 152.42 W, 92 %, 9499 MiB
2025/11/27 17:06:27.670, 152.42 W, 92 %, 9499 MiB
2025/11/27 17:06:27.839, 150.18 W, 92 %, 9499 MiB
2025/11/27 17:06:28.007, 150.18 W, 92 %, 9499 MiB
2025/11/27 17:06:28.176, 150.18 W, 92 %, 9499 MiB
2025/11/27 17:06:28.345, 148.78 W, 87 %, 9499 MiB
2025/11/27 17:06:28.529, 148.78 W, 87 %, 9499 MiB
2025/11/27 17:06:28.699, 148.78 W, 87 %, 9499 MiB
2025/11/27 17:06:28.868, 148.90 W, 87 %, 9499 MiB
2025/11/27 17:06:29.023, 148.90 W, 87 %, 9499 MiB
2025/11/27 17:06:29.178, 148.90 W, 87 %, 9499 MiB
2025/11/27 17:06:29.363, 149.07 W, 91 %, 9499 MiB
2025/11/27 17:06:29.533, 149.07 W, 91 %, 9499 MiB
2025/11/27 17:06:29.687, 149.07 W, 91 %, 9499 MiB
2025/11/27 17:06:29.855, 149.08 W, 91 %, 9499 MiB
2025/11/27 17:06:30.022, 149.08 W, 91 %, 9499 MiB
2025/11/27 17:06:30.206, 149.08 W, 91 %, 9499 MiB
2025/11/27 17:06:30.408, 149.03 W, 2 %, 9499 MiB
2025/11/27 17:06:30.579, 149.03 W, 2 %, 9499 MiB
2025/11/27 17:06:30.766, 149.03 W, 2 %, 9499 MiB
2025/11/27 17:06:30.937, 134.19 W, 2 %, 9499 MiB
2025/11/27 17:06:31.105, 134.19 W, 2 %, 9499 MiB
2025/11/27 17:06:31.260, 134.19 W, 2 %, 9499 MiB
2025/11/27 17:06:31.430, 128.74 W, 99 %, 9499 MiB
2025/11/27 17:06:31.586, 128.74 W, 99 %, 9499 MiB
2025/11/27 17:06:31.743, 128.74 W, 99 %, 9499 MiB
2025/11/27 17:06:31.913, 136.77 W, 99 %, 9499 MiB
2025/11/27 17:06:32.083, 136.77 W, 99 %, 9499 MiB
2025/11/27 17:06:32.252, 136.77 W, 99 %, 9499 MiB
2025/11/27 17:06:32.422, 135.76 W, 98 %, 9499 MiB
2025/11/27 17:06:32.579, 135.76 W, 98 %, 9499 MiB
2025/11/27 17:06:32.734, 135.76 W, 98 %, 9499 MiB
2025/11/27 17:06:32.905, 135.42 W, 98 %, 9499 MiB
2025/11/27 17:06:33.076, 135.42 W, 98 %, 9499 MiB
2025/11/27 17:06:33.231, 135.42 W, 98 %, 9499 MiB
2025/11/27 17:06:33.401, 136.60 W, 99 %, 9499 MiB
2025/11/27 17:06:33.556, 136.60 W, 99 %, 9499 MiB
2025/11/27 17:06:33.726, 136.60 W, 99 %, 9499 MiB
2025/11/27 17:06:33.881, 137.44 W, 99 %, 9499 MiB
2025/11/27 17:06:34.035, 137.44 W, 99 %, 9499 MiB
2025/11/27 17:06:34.190, 137.44 W, 99 %, 9499 MiB
2025/11/27 17:06:34.360, 138.74 W, 100 %, 9499 MiB
2025/11/27 17:06:34.515, 138.74 W, 100 %, 9499 MiB
2025/11/27 17:06:34.685, 138.74 W, 100 %, 9499 MiB
2025/11/27 17:06:34.839, 138.99 W, 100 %, 9499 MiB
2025/11/27 17:06:34.993, 138.99 W, 100 %, 9499 MiB
2025/11/27 17:06:35.162, 138.99 W, 100 %, 9499 MiB
2025/11/27 17:06:35.316, 139.63 W, 100 %, 9499 MiB
2025/11/27 17:06:35.472, 139.63 W, 100 %, 9499 MiB
2025/11/27 17:06:35.642, 139.63 W, 100 %, 9499 MiB
2025/11/27 17:06:35.813, 138.78 W, 100 %, 9499 MiB
2025/11/27 17:06:35.984, 138.78 W, 100 %, 9499 MiB
2025/11/27 17:06:36.138, 138.78 W, 100 %, 9499 MiB
2025/11/27 17:06:36.308, 138.64 W, 100 %, 9499 MiB
2025/11/27 17:06:36.463, 138.64 W, 100 %, 9499 MiB
2025/11/27 17:06:36.617, 138.64 W, 100 %, 9499 MiB
2025/11/27 17:06:36.787, 138.64 W, 100 %, 9499 MiB
2025/11/27 17:06:36.957, 138.58 W, 100 %, 9499 MiB
2025/11/27 17:06:37.112, 138.58 W, 100 %, 9499 MiB
2025/11/27 17:06:37.281, 138.58 W, 100 %, 9499 MiB
2025/11/27 17:06:37.449, 139.01 W, 100 %, 9499 MiB
2025/11/27 17:06:37.620, 139.01 W, 100 %, 9499 MiB
2025/11/27 17:06:37.773, 139.01 W, 100 %, 9499 MiB
2025/11/27 17:06:37.943, 139.20 W, 100 %, 9499 MiB
2025/11/27 17:06:38.114, 139.20 W, 100 %, 9499 MiB
2025/11/27 17:06:38.285, 139.20 W, 100 %, 9499 MiB
2025/11/27 17:06:38.455, 138.83 W, 100 %, 9499 MiB
2025/11/27 17:06:38.627, 138.83 W, 100 %, 9499 MiB
2025/11/27 17:06:38.780, 138.83 W, 100 %, 9499 MiB
2025/11/27 17:06:38.935, 137.80 W, 100 %, 9499 MiB
2025/11/27 17:06:39.089, 137.80 W, 100 %, 9499 MiB
2025/11/27 17:06:39.259, 137.80 W, 100 %, 9499 MiB
2025/11/27 17:06:39.429, 138.60 W, 100 %, 9499 MiB
2025/11/27 17:06:39.600, 138.60 W, 100 %, 9499 MiB
2025/11/27 17:06:39.770, 138.60 W, 100 %, 9499 MiB
2025/11/27 17:06:39.941, 139.01 W, 100 %, 9499 MiB
2025/11/27 17:06:40.095, 139.01 W, 100 %, 9499 MiB
2025/11/27 17:06:40.263, 139.01 W, 100 %, 9499 MiB
2025/11/27 17:06:40.433, 138.60 W, 100 %, 9499 MiB
2025/11/27 17:06:40.604, 138.60 W, 100 %, 9499 MiB
2025/11/27 17:06:40.774, 138.60 W, 100 %, 9499 MiB
2025/11/27 17:06:40.944, 138.33 W, 100 %, 9499 MiB
2025/11/27 17:06:41.111, 138.33 W, 100 %, 9499 MiB
2025/11/27 17:06:41.267, 138.33 W, 100 %, 9499 MiB
2025/11/27 17:06:41.452, 137.84 W, 100 %, 9499 MiB
2025/11/27 17:06:41.623, 137.84 W, 100 %, 9499 MiB
2025/11/27 17:06:41.793, 137.84 W, 100 %, 9499 MiB
2025/11/27 17:06:41.963, 136.92 W, 100 %, 9499 MiB
2025/11/27 17:06:42.117, 136.92 W, 100 %, 9499 MiB
2025/11/27 17:06:42.287, 136.92 W, 100 %, 9499 MiB
2025/11/27 17:06:42.457, 137.79 W, 100 %, 9499 MiB
2025/11/27 17:06:42.613, 137.79 W, 100 %, 9499 MiB
2025/11/27 17:06:42.783, 137.79 W, 100 %, 9499 MiB
2025/11/27 17:06:42.954, 138.46 W, 100 %, 9499 MiB
2025/11/27 17:06:43.124, 138.46 W, 100 %, 9499 MiB
2025/11/27 17:06:43.295, 137.95 W, 100 %, 9499 MiB
2025/11/27 17:06:43.450, 137.95 W, 100 %, 9499 MiB
2025/11/27 17:06:43.623, 137.95 W, 100 %, 9499 MiB
2025/11/27 17:06:43.779, 137.95 W, 100 %, 9499 MiB
2025/11/27 17:06:43.935, 137.42 W, 100 %, 9499 MiB
2025/11/27 17:06:44.106, 137.42 W, 100 %, 9499 MiB
