timestamp,power.draw [W],utilization.gpu [%],memory.used [MiB]
2025/11/27 17:06:44.278, 137.42 W, 100 %, 9499 MiB
2025/11/27 17:06:44.448, 137.41 W, 100 %, 9499 MiB
2025/11/27 17:06:44.616, 137.41 W, 100 %, 9499 MiB
2025/11/27 17:06:44.787, 137.41 W, 100 %, 9499 MiB
2025/11/27 17:06:44.957, 136.96 W, 100 %, 9499 MiB
2025/11/27 17:06:45.127, 136.96 W, 100 %, 9499 MiB
2025/11/27 17:06:45.282, 136.96 W, 100 %, 9499 MiB
2025/11/27 17:06:45.439, 135.56 W, 99 %, 9499 MiB
2025/11/27 17:06:45.607, 135.56 W, 99 %, 9499 MiB
2025/11/27 17:06:45.779, 135.56 W, 99 %, 9499 MiB
2025/11/27 17:06:45.950, 136.53 W, 99 %, 9499 MiB
2025/11/27 17:06:46.106, 136.53 W, 99 %, 9499 MiB
2025/11/27 17:06:46.259, 136.53 W, 99 %, 9499 MiB
2025/11/27 17:06:46.414, 137.50 W, 98 %, 9499 MiB
2025/11/27 17:06:46.585, 137.50 W, 98 %, 9499 MiB
2025/11/27 17:06:46.754, 137.50 W, 98 %, 9499 MiB
2025/11/27 17:06:46.924, 136.14 W, 98 %, 9499 MiB
2025/11/27 17:06:47.082, 136.14 W, 98 %, 9499 MiB
2025/11/27 17:06:47.251, 136.14 W, 98 %, 9499 MiB
2025/11/27 17:06:47.406, 135.75 W, 100 %, 9499 MiB
2025/11/27 17:06:47.576, 135.75 W, 100 %, 9499 MiB
2025/11/27 17:06:47.732, 135.75 W, 100 %, 9499 MiB
2025/11/27 17:06:47.905, 136.86 W, 100 %, 9499 MiB
2025/11/27 17:06:48.058, 136.86 W, 100 %, 9499 MiB
2025/11/27 17:06:48.229, 136.86 W, 100 %, 9499 MiB
2025/11/27 17:06:48.398, 137.32 W, 98 %, 9499 MiB
2025/11/27 17:06:48.553, 137.32 W, 98 %, 9499 MiB
2025/11/27 17:06:48.707, 137.32 W, 98 %, 9499 MiB
2025/11/27 17:06:48.879, 137.07 W, 98 %, 9499 MiB
2025/11/27 17:06:49.047, 137.07 W, 98 %, 9499 MiB
2025/11/27 17:06:49.217, 137.07 W, 98 %, 9499 MiB
2025/11/27 17:06:49.404, 137.02 W, 100 %, 9499 MiB
2025/11/27 17:06:49.574, 137.02 W, 100 %, 9499 MiB
2025/11/27 17:06:49.744, 137.02 W, 100 %, 9499 MiB
2025/11/27 17:06:49.913, 136.65 W, 100 %, 9499 MiB
2025/11/27 17:06:50.084, 136.65 W, 100 %, 9499 MiB
2025/11/27 17:06:50.255, 136.65 W, 100 %, 9499 MiB
2025/11/27 17:06:50.425, 136.39 W, 98 %, 9499 MiB
2025/11/27 17:06:50.595, 136.39 W, 98 %, 9499 MiB
2025/11/27 17:06:50.765, 136.39 W, 98 %, 9499 MiB
2025/11/27 17:06:50.935, 135.41 W, 98 %, 9499 MiB
2025/11/27 17:06:51.104, 135.41 W, 98 %, 9499 MiB
2025/11/27 17:06:51.275, 135.41 W, 98 %, 9499 MiB
2025/11/27 17:06:51.445, 134.39 W, 98 %, 9499 MiB
2025/11/27 17:06:51.631, 134.39 W, 98 %, 9499 MiB
2025/11/27 17:06:51.800, 133.66 W, 98 %, 9499 MiB
2025/11/27 17:06:51.972, 133.66 W, 98 %, 9499 MiB
2025/11/27 17:06:52.142, 133.66 W, 98 %, 9499 MiB
2025/11/27 17:06:52.314, 133.01 W, 98 %, 9499 MiB
2025/11/27 17:06:52.485, 133.01 W, 98 %, 9499 MiB
2025/11/27 17:06:52.655, 133.01 W, 98 %, 9499 MiB
2025/11/27 17:06:52.839, 135.11 W, 98 %, 9499 MiB
2025/11/27 17:06:53.008, 135.11 W, 98 %, 9499 MiB
2025/11/27 17:06:53.164, 135.11 W, 98 %, 9499 MiB
2025/11/27 17:06:53.332, 137.39 W, 100 %, 9499 MiB
2025/11/27 17:06:53.502, 137.39 W, 100 %, 9499 MiB
2025/11/27 17:06:53.671, 137.39 W, 100 %, 9499 MiB
2025/11/27 17:06:53.842, 138.28 W, 100 %, 9499 MiB
2025/11/27 17:06:53.996, 138.28 W, 100 %, 9499 MiB
2025/11/27 17:06:54.167, 138.28 W, 100 %, 9499 MiB
2025/11/27 17:06:54.338, 138.77 W, 100 %, 9499 MiB
2025/11/27 17:06:54.506, 138.77 W, 100 %, 9499 MiB
2025/11/27 17:06:54.676, 138.77 W, 100 %, 9499 MiB
2025/11/27 17:06:54.845, 138.83 W, 100 %, 9499 MiB
2025/11/27 17:06:55.013, 138.83 W, 100 %, 9499 MiB
2025/11/27 17:06:55.184, 138.83 W, 100 %, 9499 MiB
2025/11/27 17:06:55.355, 138.49 W, 100 %, 9499 MiB
2025/11/27 17:06:55.524, 138.49 W, 100 %, 9499 MiB
2025/11/27 17:06:55.694, 138.49 W, 100 %, 9499 MiB
2025/11/27 17:06:55.848, 141.01 W, 100 %, 9499 MiB
2025/11/27 17:06:56.019, 141.01 W, 100 %, 9499 MiB
2025/11/27 17:06:56.192, 141.01 W, 100 %, 9499 MiB
2025/11/27 17:06:56.363, 144.37 W, 99 %, 9499 MiB
2025/11/27 17:06:56.530, 144.37 W, 99 %, 9499 MiB
2025/11/27 17:06:56.702, 144.37 W, 99 %, 9499 MiB
2025/11/27 17:06:56.872, 144.12 W, 99 %, 9499 MiB
2025/11/27 17:06:57.042, 144.12 W, 99 %, 9499 MiB
2025/11/27 17:06:57.196, 144.12 W, 99 %, 9499 MiB
2025/11/27 17:06:57.368, 137.15 W, 100 %, 9499 MiB
2025/11/27 17:06:57.537, 137.15 W, 100 %, 9499 MiB
2025/11/27 17:06:57.707, 137.15 W, 100 %, 9499 MiB
2025/11/27 17:06:57.862, 138.13 W, 100 %, 9499 MiB
2025/11/27 17:06:58.032, 138.13 W, 100 %, 9499 MiB
2025/11/27 17:06:58.202, 138.13 W, 100 %, 9499 MiB
2025/11/27 17:06:58.375, 137.85 W, 99 %, 9499 MiB
2025/11/27 17:06:58.528, 137.85 W, 99 %, 9499 MiB
2025/11/27 17:06:58.693, 137.85 W, 99 %, 9499 MiB
2025/11/27 17:06:58.856, 137.83 W, 99 %, 9499 MiB
2025/11/27 17:06:59.025, 137.83 W, 99 %, 9499 MiB
2025/11/27 17:06:59.195, 137.83 W, 99 %, 9499 MiB
2025/11/27 17:06:59.364, 136.73 W, 99 %, 9499 MiB
2025/11/27 17:06:59.536, 136.73 W, 99 %, 9499 MiB
2025/11/27 17:06:59.692, 136.73 W, 99 %, 9499 MiB
2025/11/27 17:06:59.863, 135.69 W, 99 %, 9499 MiB
2025/11/27 17:07:00.035, 135.69 W, 99 %, 9499 MiB
2025/11/27 17:07:00.189, 135.69 W, 99 %, 9499 MiB
2025/11/27 17:07:00.360, 134.42 W, 98 %, 9499 MiB
2025/11/27 17:07:00.530, 134.42 W, 98 %, 9499 MiB
2025/11/27 17:07:00.683, 134.42 W, 98 %, 9499 MiB
2025/11/27 17:07:00.837, 135.39 W, 98 %, 9499 MiB
2025/11/27 17:07:00.991, 135.39 W, 98 %, 9499 MiB
2025/11/27 17:07:01.145, 135.39 W, 98 %, 9499 MiB
2025/11/27 17:07:01.316, 137.51 W, 98 %, 9499 MiB
2025/11/27 17:07:01.487, 137.51 W, 98 %, 9499 MiB
2025/11/27 17:07:01.659, 137.51 W, 98 %, 9499 MiB
2025/11/27 17:07:01.828, 137.46 W, 98 %, 9499 MiB
2025/11/27 17:07:01.998, 137.46 W, 98 %, 9499 MiB
2025/11/27 17:07:02.166, 137.46 W, 98 %, 9499 MiB
2025/11/27 17:07:02.322, 137.24 W, 100 %, 9499 MiB
2025/11/27 17:07:02.507, 137.24 W, 100 %, 9499 MiB
2025/11/27 17:07:02.663, 137.24 W, 100 %, 9499 MiB
2025/11/27 17:07:02.832, 138.71 W, 100 %, 9499 MiB
2025/11/27 17:07:03.003, 138.71 W, 100 %, 9499 MiB
2025/11/27 17:07:03.175, 138.71 W, 100 %, 9499 MiB
2025/11/27 17:07:03.328, 137.80 W, 99 %, 9499 MiB
2025/11/27 17:07:03.499, 137.80 W, 99 %, 9499 MiB
2025/11/27 17:07:03.652, 137.80 W, 99 %, 9499 MiB
2025/11/27 17:07:03.821, 138.00 W, 99 %, 9499 MiB
2025/11/27 17:07:03.992, 138.00 W, 99 %, 9499 MiB
2025/11/27 17:07:04.148, 138.00 W, 99 %, 9499 MiB
2025/11/27 17:07:04.317, 137.99 W, 100 %, 9499 MiB
2025/11/27 17:07:04.470, 137.99 W, 100 %, 9499 MiB
2025/11/27 17:07:04.625, 137.99 W, 100 %, 9499 MiB
2025/11/27 17:07:04.795, 138.21 W, 100 %, 9499 MiB
2025/11/27 17:07:04.950, 138.21 W, 100 %, 9499 MiB
2025/11/27 17:07:05.120, 138.21 W, 100 %, 9499 MiB
2025/11/27 17:07:05.276, 138.21 W, 100 %, 9499 MiB
2025/11/27 17:07:05.448, 137.89 W, 100 %, 9499 MiB
2025/11/27 17:07:05.602, 137.89 W, 100 %, 9499 MiB
2025/11/27 17:07:05.773, 137.89 W, 100 %, 9499 MiB
2025/11/27 17:07:05.929, 137.56 W, 100 %, 9499 MiB
2025/11/27 17:07:06.102, 137.56 W, 100 %, 9499 MiB
2025/11/27 17:07:06.272, 137.56 W, 100 %, 9499 MiB
2025/11/27 17:07:06.426, 137.77 W, 100 %, 9499 MiB
2025/11/27 17:07:06.596, 137.77 W, 100 %, 9499 MiB
2025/11/27 17:07:06.766, 137.77 W, 100 %, 9499 MiB
2025/11/27 17:07:06.936, 138.33 W, 100 %, 9499 MiB
2025/11/27 17:07:07.108, 138.33 W, 100 %, 9499 MiB
2025/11/27 17:07:07.262, 138.33 W, 100 %, 9499 MiB
2025/11/27 17:07:07.433, 138.39 W, 99 %, 9499 MiB
2025/11/27 17:07:07.591, 138.39 W, 99 %, 9499 MiB
2025/11/27 17:07:07.747, 138.39 W, 99 %, 9499 MiB
2025/11/27 17:07:07.902, 137.47 W, 99 %, 9499 MiB
2025/11/27 17:07:08.058, 137.47 W, 99 %, 9499 MiB
2025/11/27 17:07:08.230, 137.47 W, 99 %, 9499 MiB
2025/11/27 17:07:08.383, 136.21 W, 100 %, 9499 MiB
2025/11/27 17:07:08.554, 136.21 W, 100 %, 9499 MiB
2025/11/27 17:07:08.724, 136.21 W, 100 %, 9499 MiB
2025/11/27 17:07:08.896, 136.91 W, 100 %, 9499 MiB
2025/11/27 17:07:09.051, 136.91 W, 100 %, 9499 MiB
2025/11/27 17:07:09.221, 136.91 W, 100 %, 9499 MiB
2025/11/27 17:07:09.377, 137.83 W, 100 %, 9499 MiB
2025/11/27 17:07:09.532, 137.83 W, 100 %, 9499 MiB
2025/11/27 17:07:09.688, 137.83 W, 100 %, 9499 MiB
2025/11/27 17:07:09.858, 138.03 W, 100 %, 9499 MiB
2025/11/27 17:07:10.028, 138.03 W, 100 %, 9499 MiB
2025/11/27 17:07:10.197, 138.03 W, 100 %, 9499 MiB
2025/11/27 17:07:10.366, 137.85 W, 100 %, 9499 MiB
2025/11/27 17:07:10.536, 137.85 W, 100 %, 9499 MiB
2025/11/27 17:07:10.705, 137.85 W, 100 %, 9499 MiB
2025/11/27 17:07:10.859, 137.37 W, 100 %, 9499 MiB
2025/11/27 17:07:11.029, 137.37 W, 100 %, 9499 MiB
2025/11/27 17:07:11.186, 137.37 W, 100 %, 9499 MiB
2025/11/27 17:07:11.341, 137.15 W, 98 %, 9499 MiB
2025/11/27 17:07:11.512, 137.15 W, 98 %, 9499 MiB
2025/11/27 17:07:11.666, 137.15 W, 98 %, 9499 MiB
2025/11/27 17:07:11.836, 137.39 W, 98 %, 9499 MiB
2025/11/27 17:07:11.990, 137.39 W, 98 %, 9499 MiB
2025/11/27 17:07:12.147, 137.39 W, 98 %, 9499 MiB
2025/11/27 17:07:12.301, 137.57 W, 100 %, 9499 MiB
2025/11/27 17:07:12.471, 137.57 W, 100 %, 9499 MiB
2025/11/27 17:07:12.627, 137.57 W, 100 %, 9499 MiB
2025/11/27 17:07:12.782, 137.57 W, 100 %, 9499 MiB
2025/11/27 17:07:12.953, 138.38 W, 100 %, 9499 MiB
2025/11/27 17:07:13.125, 138.38 W, 100 %, 9499 MiB
2025/11/27 17:07:13.294, 138.38 W, 100 %, 9499 MiB
2025/11/27 17:07:13.465, 137.98 W, 100 %, 9499 MiB
2025/11/27 17:07:13.636, 137.98 W, 100 %, 9499 MiB
2025/11/27 17:07:13.806, 137.15 W, 100 %, 9499 MiB
2025/11/27 17:07:13.976, 137.15 W, 100 %, 9499 MiB
2025/11/27 17:07:14.147, 137.15 W, 100 %, 9499 MiB
2025/11/27 17:07:14.317, 137.29 W, 100 %, 9499 MiB
2025/11/27 17:07:14.487, 137.29 W, 100 %, 9499 MiB
2025/11/27 17:07:14.642, 137.29 W, 100 %, 9499 MiB
2025/11/27 17:07:14.795, 137.29 W, 100 %, 9499 MiB
2025/11/27 17:07:14.966, 138.29 W, 100 %, 9499 MiB
2025/11/27 17:07:15.137, 138.29 W, 100 %, 9499 MiB
2025/11/27 17:07:15.309, 138.50 W, 100 %, 9499 MiB
2025/11/27 17:07:15.478, 138.50 W, 100 %, 9499 MiB
2025/11/27 17:07:15.649, 138.50 W, 100 %, 9499 MiB
2025/11/27 17:07:15.819, 137.74 W, 100 %, 9499 MiB
2025/11/27 17:07:15.988, 137.74 W, 100 %, 9499 MiB
2025/11/27 17:07:16.144, 137.74 W, 100 %, 9499 MiB
2025/11/27 17:07:16.314, 137.54 W, 99 %, 9499 MiB
2025/11/27 17:07:16.470, 137.54 W, 99 %, 9499 MiB
2025/11/27 17:07:16.624, 137.54 W, 99 %, 9499 MiB
2025/11/27 17:07:16.779, 137.54 W, 99 %, 9499 MiB
2025/11/27 17:07:16.935, 137.59 W, 99 %, 9499 MiB
2025/11/27 17:07:17.109, 137.59 W, 99 %, 9499 MiB
2025/11/27 17:07:17.264, 137.59 W, 99 %, 9499 MiB
2025/11/27 17:07:17.420, 135.77 W, 98 %, 9499 MiB
2025/11/27 17:07:17.574, 135.77 W, 98 %, 9499 MiB
2025/11/27 17:07:17.744, 135.77 W, 98 %, 9499 MiB
2025/11/27 17:07:17.899, 136.39 W, 98 %, 9499 MiB
2025/11/27 17:07:18.070, 136.39 W, 98 %, 9499 MiB
2025/11/27 17:07:18.241, 136.39 W, 98 %, 9499 MiB
2025/11/27 17:07:18.411, 137.66 W, 99 %, 9499 MiB
2025/11/27 17:07:18.581, 137.66 W, 99 %, 9499 MiB
2025/11/27 17:07:18.752, 137.66 W, 99 %, 9499 MiB
2025/11/27 17:07:18.907, 136.98 W, 99 %, 9499 MiB
2025/11/27 17:07:19.063, 136.98 W, 99 %, 9499 MiB
2025/11/27 17:07:19.234, 136.98 W, 99 %, 9499 MiB
2025/11/27 17:07:19.404, 137.45 W, 100 %, 9499 MiB
2025/11/27 17:07:19.561, 137.45 W, 100 %, 9499 MiB
2025/11/27 17:07:19.746, 137.45 W, 100 %, 9499 MiB
2025/11/27 17:07:19.901, 137.62 W, 100 %, 9499 MiB
2025/11/27 17:07:20.072, 137.62 W, 100 %, 9499 MiB
2025/11/27 17:07:20.244, 137.62 W, 100 %, 9499 MiB
2025/11/27 17:07:20.415, 137.20 W, 100 %, 9499 MiB
2025/11/27 17:07:20.586, 137.20 W, 100 %, 9499 MiB
2025/11/27 17:07:20.741, 137.20 W, 100 %, 9499 MiB
2025/11/27 17:07:20.911, 137.58 W, 100 %, 9499 MiB
2025/11/27 17:07:21.064, 137.58 W, 100 %, 9499 MiB
2025/11/27 17:07:21.236, 137.58 W, 100 %, 9499 MiB
2025/11/27 17:07:21.390, 138.23 W, 100 %, 9499 MiB
2025/11/27 17:07:21.545, 138.23 W, 100 %, 9499 MiB
2025/11/27 17:07:21.716, 138.23 W, 100 %, 9499 MiB
2025/11/27 17:07:21.873, 138.76 W, 100 %, 9499 MiB
2025/11/27 17:07:22.044, 138.76 W, 100 %, 9499 MiB
2025/11/27 17:07:22.199, 138.76 W, 100 %, 9499 MiB
2025/11/27 17:07:22.355, 136.66 W, 98 %, 9499 MiB
2025/11/27 17:07:22.525, 136.66 W, 98 %, 9499 MiB
2025/11/27 17:07:22.696, 136.66 W, 98 %, 9499 MiB
2025/11/27 17:07:22.865, 134.87 W, 98 %, 9499 MiB
2025/11/27 17:07:23.036, 134.87 W, 98 %, 9499 MiB
2025/11/27 17:07:23.191, 134.87 W, 98 %, 9499 MiB
2025/11/27 17:07:23.346, 135.71 W, 100 %, 9499 MiB
2025/11/27 17:07:23.503, 135.71 W, 100 %, 9499 MiB
2025/11/27 17:07:23.673, 135.71 W, 100 %, 9499 MiB
2025/11/27 17:07:23.844, 137.72 W, 100 %, 9499 MiB
2025/11/27 17:07:23.997, 137.72 W, 100 %, 9499 MiB
2025/11/27 17:07:24.168, 137.72 W, 100 %, 9499 MiB
2025/11/27 17:07:24.338, 138.11 W, 98 %, 9499 MiB
2025/11/27 17:07:24.506, 138.11 W, 98 %, 9499 MiB
2025/11/27 17:07:24.675, 138.11 W, 98 %, 9499 MiB
2025/11/27 17:07:24.844, 137.38 W, 98 %, 9499 MiB
2025/11/27 17:07:25.013, 137.38 W, 98 %, 9499 MiB
2025/11/27 17:07:25.182, 137.38 W, 98 %, 9499 MiB
2025/11/27 17:07:25.352, 137.27 W, 100 %, 9499 MiB
2025/11/27 17:07:25.521, 137.27 W, 100 %, 9499 MiB
2025/11/27 17:07:25.691, 137.27 W, 100 %, 9499 MiB
2025/11/27 17:07:25.847, 137.14 W, 100 %, 9499 MiB
2025/11/27 17:07:26.002, 137.14 W, 100 %, 9499 MiB
2025/11/27 17:07:26.171, 137.14 W, 100 %, 9499 MiB
2025/11/27 17:07:26.327, 137.90 W, 100 %, 9499 MiB
2025/11/27 17:07:26.501, 137.90 W, 100 %, 9499 MiB
2025/11/27 17:07:26.655, 137.90 W, 100 %, 9499 MiB
2025/11/27 17:07:26.825, 139.27 W, 100 %, 9499 MiB
2025/11/27 17:07:26.995, 139.27 W, 100 %, 9499 MiB
2025/11/27 17:07:27.168, 139.27 W, 100 %, 9499 MiB
2025/11/27 17:07:27.337, 139.52 W, 100 %, 9499 MiB
2025/11/27 17:07:27.507, 139.52 W, 100 %, 9499 MiB
2025/11/27 17:07:27.673, 139.52 W, 100 %, 9499 MiB
2025/11/27 17:07:27.844, 137.79 W, 100 %, 9499 MiB
2025/11/27 17:07:27.999, 137.79 W, 100 %, 9499 MiB
2025/11/27 17:07:28.172, 137.79 W, 100 %, 9499 MiB
2025/11/27 17:07:28.328, 134.87 W, 98 %, 9499 MiB
2025/11/27 17:07:28.486, 134.87 W, 98 %, 9499 MiB
2025/11/27 17:07:28.641, 134.87 W, 98 %, 9499 MiB
2025/11/27 17:07:28.813, 134.58 W, 98 %, 9499 MiB
2025/11/27 17:07:28.967, 134.58 W, 98 %, 9499 MiB
2025/11/27 17:07:29.139, 134.58 W, 98 %, 9499 MiB
2025/11/27 17:07:29.310, 135.60 W, 98 %, 9499 MiB
2025/11/27 17:07:29.479, 135.60 W, 98 %, 9499 MiB
2025/11/27 17:07:29.649, 135.60 W, 98 %, 9499 MiB
2025/11/27 17:07:29.836, 135.90 W, 98 %, 9499 MiB
2025/11/27 17:07:30.004, 135.90 W, 98 %, 9499 MiB
2025/11/27 17:07:30.159, 135.90 W, 98 %, 9499 MiB
2025/11/27 17:07:30.331, 144.24 W, 100 %, 9499 MiB
2025/11/27 17:07:30.502, 144.24 W, 100 %, 9499 MiB
2025/11/27 17:07:30.658, 144.24 W, 100 %, 9499 MiB
2025/11/27 17:07:30.828, 146.19 W, 100 %, 9499 MiB
2025/11/27 17:07:30.985, 146.19 W, 100 %, 9499 MiB
2025/11/27 17:07:31.157, 146.19 W, 100 %, 9499 MiB
2025/11/27 17:07:31.328, 140.90 W, 100 %, 9499 MiB
2025/11/27 17:07:31.499, 140.90 W, 100 %, 9499 MiB
2025/11/27 17:07:31.669, 140.90 W, 100 %, 9499 MiB
2025/11/27 17:07:31.840, 137.68 W, 100 %, 9499 MiB
2025/11/27 17:07:31.996, 137.68 W, 100 %, 9499 MiB
2025/11/27 17:07:32.167, 137.68 W, 100 %, 9499 MiB
2025/11/27 17:07:32.338, 136.70 W, 98 %, 9499 MiB
2025/11/27 17:07:32.508, 136.70 W, 98 %, 9499 MiB
2025/11/27 17:07:32.680, 136.70 W, 98 %, 9499 MiB
2025/11/27 17:07:32.836, 136.11 W, 98 %, 9499 MiB
2025/11/27 17:07:33.006, 136.11 W, 98 %, 9499 MiB
2025/11/27 17:07:33.161, 136.11 W, 98 %, 9499 MiB
2025/11/27 17:07:33.317, 136.70 W, 100 %, 9499 MiB
2025/11/27 17:07:33.488, 136.70 W, 100 %, 9499 MiB
2025/11/27 17:07:33.660, 136.70 W, 100 %, 9499 MiB
2025/11/27 17:07:33.833, 137.19 W, 100 %, 9499 MiB
2025/11/27 17:07:34.002, 137.19 W, 100 %, 9499 MiB
2025/11/27 17:07:34.173, 137.19 W, 100 %, 9499 MiB
2025/11/27 17:07:34.345, 136.09 W, 100 %, 9499 MiB
2025/11/27 17:07:34.517, 136.09 W, 100 %, 9499 MiB
2025/11/27 17:07:34.687, 136.09 W, 100 %, 9499 MiB
2025/11/27 17:07:34.843, 136.20 W, 100 %, 9499 MiB
2025/11/27 17:07:34.997, 136.20 W, 100 %, 9499 MiB
2025/11/27 17:07:35.167, 136.20 W, 100 %, 9499 MiB
2025/11/27 17:07:35.338, 137.47 W, 100 %, 9499 MiB
2025/11/27 17:07:35.492, 137.47 W, 100 %, 9499 MiB
2025/11/27 17:07:35.649, 137.47 W, 100 %, 9499 MiB
2025/11/27 17:07:35.804, 137.52 W, 100 %, 9499 MiB
2025/11/27 17:07:35.975, 137.52 W, 100 %, 9499 MiB
2025/11/27 17:07:36.144, 137.52 W, 100 %, 9499 MiB
2025/11/27 17:07:36.315, 137.43 W, 100 %, 9499 MiB
2025/11/27 17:07:36.484, 137.43 W, 100 %, 9499 MiB
2025/11/27 17:07:36.638, 137.43 W, 100 %, 9499 MiB
2025/11/27 17:07:36.807, 137.45 W, 100 %, 9499 MiB
2025/11/27 17:07:36.963, 137.45 W, 100 %, 9499 MiB
2025/11/27 17:07:37.119, 137.45 W, 100 %, 9499 MiB
2025/11/27 17:07:37.289, 137.45 W, 100 %, 9499 MiB
2025/11/27 17:07:37.458, 138.58 W, 100 %, 9499 MiB
2025/11/27 17:07:37.612, 138.58 W, 100 %, 9499 MiB
2025/11/27 17:07:37.769, 138.58 W, 100 %, 9499 MiB
2025/11/27 17:07:37.939, 138.27 W, 100 %, 9499 MiB
2025/11/27 17:07:38.111, 138.27 W, 100 %, 9499 MiB
2025/11/27 17:07:38.295, 138.27 W, 100 %, 9499 MiB
2025/11/27 17:07:38.464, 138.28 W, 100 %, 9499 MiB
2025/11/27 17:07:38.635, 138.28 W, 100 %, 9499 MiB
2025/11/27 17:07:38.790, 138.28 W, 100 %, 9499 MiB
2025/11/27 17:07:38.959, 138.30 W, 100 %, 9499 MiB
2025/11/27 17:07:39.129, 138.30 W, 100 %, 9499 MiB
2025/11/27 17:07:39.298, 137.77 W, 100 %, 9499 MiB
2025/11/27 17:07:39.453, 137.77 W, 100 %, 9499 MiB
2025/11/27 17:07:39.623, 137.77 W, 100 %, 9499 MiB
2025/11/27 17:07:39.793, 137.77 W, 100 %, 9499 MiB
2025/11/27 17:07:39.950, 137.57 W, 100 %, 9499 MiB
2025/11/27 17:07:40.120, 137.57 W, 100 %, 9499 MiB
2025/11/27 17:07:40.277, 137.57 W, 100 %, 9499 MiB
2025/11/27 17:07:40.447, 138.18 W, 100 %, 9499 MiB
2025/11/27 17:07:40.617, 138.18 W, 100 %, 9499 MiB
2025/11/27 17:07:40.771, 138.18 W, 100 %, 9499 MiB
2025/11/27 17:07:40.928, 136.61 W, 100 %, 9499 MiB
2025/11/27 17:07:41.098, 136.61 W, 100 %, 9499 MiB
2025/11/27 17:07:41.268, 136.61 W, 100 %, 9499 MiB
2025/11/27 17:07:41.438, 135.22 W, 99 %, 9499 MiB
2025/11/27 17:07:41.609, 135.22 W, 99 %, 9499 MiB
2025/11/27 17:07:41.780, 135.22 W, 99 %, 9499 MiB
2025/11/27 17:07:41.950, 136.14 W, 99 %, 9499 MiB
2025/11/27 17:07:42.120, 136.14 W, 99 %, 9499 MiB
2025/11/27 17:07:42.306, 136.86 W, 100 %, 9499 MiB
2025/11/27 17:07:42.474, 136.86 W, 100 %, 9499 MiB
2025/11/27 17:07:42.646, 136.86 W, 100 %, 9499 MiB
2025/11/27 17:07:42.817, 137.31 W, 100 %, 9499 MiB
2025/11/27 17:07:42.973, 137.31 W, 100 %, 9499 MiB
2025/11/27 17:07:43.160, 137.31 W, 100 %, 9499 MiB
2025/11/27 17:07:43.329, 137.66 W, 100 %, 9499 MiB
2025/11/27 17:07:43.500, 137.66 W, 100 %, 9499 MiB
2025/11/27 17:07:43.672, 137.66 W, 100 %, 9499 MiB
2025/11/27 17:07:43.842, 137.65 W, 100 %, 9499 MiB
2025/11/27 17:07:44.011, 137.65 W, 100 %, 9499 MiB
2025/11/27 17:07:44.180, 137.65 W, 100 %, 9499 MiB
2025/11/27 17:07:44.350, 137.96 W, 100 %, 9499 MiB
2025/11/27 17:07:44.522, 137.96 W, 100 %, 9499 MiB
2025/11/27 17:07:44.692, 137.96 W, 100 %, 9499 MiB
2025/11/27 17:07:44.878, 138.48 W, 100 %, 9499 MiB
2025/11/27 17:07:45.048, 138.48 W, 100 %, 9499 MiB
2025/11/27 17:07:45.218, 138.48 W, 100 %, 9499 MiB
2025/11/27 17:07:45.373, 138.24 W, 100 %, 9499 MiB
2025/11/27 17:07:45.543, 138.24 W, 100 %, 9499 MiB
2025/11/27 17:07:45.713, 138.24 W, 100 %, 9499 MiB
2025/11/27 17:07:45.884, 137.85 W, 100 %, 9499 MiB
2025/11/27 17:07:46.054, 137.85 W, 100 %, 9499 MiB
2025/11/27 17:07:46.209, 137.85 W, 100 %, 9499 MiB
2025/11/27 17:07:46.378, 137.93 W, 100 %, 9499 MiB
2025/11/27 17:07:46.533, 137.93 W, 100 %, 9499 MiB
2025/11/27 17:07:46.690, 137.93 W, 100 %, 9499 MiB
2025/11/27 17:07:46.859, 137.89 W, 100 %, 9499 MiB
2025/11/27 17:07:47.013, 137.89 W, 100 %, 9499 MiB
2025/11/27 17:07:47.182, 137.89 W, 100 %, 9499 MiB
2025/11/27 17:07:47.351, 137.93 W, 100 %, 9499 MiB
2025/11/27 17:07:47.508, 137.93 W, 100 %, 9499 MiB
2025/11/27 17:07:47.663, 137.93 W, 100 %, 9499 MiB
2025/11/27 17:07:47.818, 136.77 W, 100 %, 9499 MiB
2025/11/27 17:07:47.972, 136.77 W, 100 %, 9499 MiB
2025/11/27 17:07:48.130, 136.77 W, 100 %, 9499 MiB
2025/11/27 17:07:48.301, 137.19 W, 100 %, 9499 MiB
2025/11/27 17:07:48.472, 137.19 W, 100 %, 9499 MiB
2025/11/27 17:07:48.628, 137.19 W, 100 %, 9499 MiB
2025/11/27 17:07:48.799, 137.74 W, 100 %, 9499 MiB
2025/11/27 17:07:48.956, 137.74 W, 100 %, 9499 MiB
2025/11/27 17:07:49.110, 137.74 W, 100 %, 9499 MiB
2025/11/27 17:07:49.279, 137.74 W, 100 %, 9499 MiB
2025/11/27 17:07:49.435, 136.41 W, 98 %, 9499 MiB
2025/11/27 17:07:49.620, 136.41 W, 98 %, 9499 MiB
2025/11/27 17:07:49.791, 136.41 W, 98 %, 9499 MiB
2025/11/27 17:07:49.946, 135.67 W, 98 %, 9499 MiB
2025/11/27 17:07:50.119, 135.67 W, 98 %, 9499 MiB
2025/11/27 17:07:50.292, 135.67 W, 98 %, 9499 MiB
