backend,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu,270,100.04833540367852,98.49014299948067,7.993050564558505,89.15586300008727,179.23466800039023,106.65525859981244,110.16978070003914,130.64346975022093
transformers-gpu-compile,270,106.9236016703868,105.33712400001605,7.456935331655386,96.73257099984768,165.3226309999809,113.27165959983175,116.7207661501834,137.4540637700011
