latency_ms,tokens,tokens_per_s,status,scenario,prompt_set,backend,model,quantization
4.08443400010583,1,244.8319644714762,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.929107999487314,1,202.87646367334858,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.403022998303641,1,227.11668787223493,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.847025000344729,1,206.31211927499407,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.201683001156198,1,237.99986808258146,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.1819889993348625,1,239.12066726121185,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.169795000052545,1,239.8199431836334,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.224299998895731,1,236.72561140577346,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.067070000019157,1,245.87725315652045,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
3.899311999703059,1,256.45549780990905,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
3.8360600010491908,1,260.6841393842882,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
3.9887820021249354,1,250.70309670151744,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.179756000667112,1,239.24841541955905,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.131825997319538,1,242.0237446225314,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
3.9004030004434753,1,256.3837633922187,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.0801459981594235,1,245.08926897495962,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
3.9910590021463577,1,250.56006424916507,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
3.9071139981388114,1,255.943389539276,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.028555002150824,1,248.2279624992349,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.076763001648942,1,245.29264997634806,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.010012999060564,1,249.37575021185035,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
3.9425389986718073,1,253.64365459336932,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.126533996895887,1,242.33412368642365,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.025041998829693,1,248.44461257565922,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.008522999356501,1,249.4684451506285,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.021977998490911,1,248.63388123336594,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
3.957418997742934,1,252.6899478095036,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.763269997056341,1,209.93981038614046,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
4.281687997718109,1,233.5527484797916,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
3.9717849977023434,1,251.77596485673186,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
1.9094930030405521,1,523.699221944079,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.8350460013607517,1,544.9454669029902,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.787190998584265,1,559.5372854899989,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7903120024129748,1,558.5618588560006,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7986339989874978,1,555.9774810010978,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7754590007825755,1,563.2346337252657,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7742909985827282,1,563.6054067786976,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7742039999575354,1,563.633043338835,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7590969982848037,1,568.4734843928695,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7592900003364775,1,568.4111202864465,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7616129989619367,1,567.6615695895005,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.757524998538429,1,568.9819495208361,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7569839983480051,1,569.1571470999421,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7596970028534997,1,568.2796517686933,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.762896001309855,1,567.2484362418355,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7600280007172842,1,568.17277883787,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.8119819978892338,1,551.8818626039848,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7912309995153919,1,558.2752868114412,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7735930014168844,1,563.8272135721792,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7917250006576069,1,558.1213632856468,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7628580026212148,1,567.2606633733902,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7834310019679833,1,560.7169545087634,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7701299984764773,1,564.9302598457085,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
