latency_ms,tokens,tokens_per_s,status,scenario,prompt_set,backend,model,quantization,error,wall_ms,ollama_eval_ms,ollama_prompt_eval_ms
441.9754100017599,128,289.60887213044344,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
449.86364699798287,128,284.530659132308,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
460.8946760017716,128,277.72071725885587,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
460.16545399834285,128,278.16081995686045,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
454.88328100327635,128,281.39086518565205,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
458.2938169987756,128,279.2968075332816,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
494.45121699682204,128,258.8728586359667,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
518.8613380014431,128,246.69404063334548,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
461.36260200000834,128,277.4390456554554,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
494.3707029997313,128,258.91501908046837,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
461.57982499789796,128,277.308480717464,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
464.7486260000733,128,275.4177050541292,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
460.83488699878217,128,277.7567489163169,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
455.60136700078147,128,280.9473572097084,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
452.0137440013059,128,283.17723011455644,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
453.9576749994012,128,281.9646126704848,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
443.5477830011223,128,288.58221121956575,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
445.6307380023645,128,287.2333281447045,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
438.8556910016632,128,291.6676315803203,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
441.65419199998723,128,289.8195065699811,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
443.88621899997815,128,288.36218499499375,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
447.30171500123106,128,286.1603157493991,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
447.728286999336,128,285.887677229091,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
456.6970220002986,128,280.2733406041704,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
470.366745001229,128,272.12808167309015,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
445.2306729981501,128,287.49142357613766,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
442.6023489977524,128,289.1986458947826,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
438.1813640029577,128,292.1164853536218,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
452.3615969992534,128,282.95947500647645,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
