backend,quantization,scenario,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu-compile,fp32,single_long,60,0.21619971666950732,0.19832750001569366,0.03716283651931311,0.1819200000454657,0.3419600000142964,0.2677312000173515,0.29197130000397914,0.32460102000754876
transformers-gpu,fp32,single_long,60,1.784415849990258,1.7484300000205621,0.20432781016710172,1.47607499991409,3.025472999979684,1.9445782000502732,1.9865062500173276,2.4694375299929985
transformers-gpu-compile,fp32,single_medium,60,0.22672419999973192,0.20199499999762335,0.06586207074115641,0.1689910000095551,0.5002280000780956,0.32298449995096234,0.35174525007164437,0.45425107000710313
transformers-gpu,fp32,single_medium,60,1.7685294666686484,1.7731514999468345,0.11041543988036845,1.4814159999332333,2.049346000035257,1.9133124000063615,1.9349001000591672,2.0412535600280535
transformers-gpu-compile,fp32,single_micro,60,0.15634215000469945,0.13641399999642084,0.05158647017731682,0.12492000007569,0.3381629999239521,0.24343809996025811,0.29174085000818195,0.31975086998727403
transformers-gpu,fp32,single_micro,60,1.397167483330956,1.2968875000183289,0.30790341833756674,1.126644999999371,2.647839999895041,1.7417082999827473,1.940253250000977,2.5680413199245318
transformers-gpu-compile,fp32,single_short,60,0.201357750012221,0.17802999997229554,0.05146292977438788,0.1647000000275511,0.3928580000547299,0.2679648000707857,0.2957809500344409,0.386429360025886
transformers-gpu,fp32,single_short,60,1.9730654166759602,1.8133185000124286,0.46724577620109564,1.5659660000437725,4.086571000016193,2.6660410000772568,2.8922566999369788,3.6136523699894925
transformers-gpu,fp32,stress_single,30,1.7936534666697905,1.8011735000413864,0.1419511659011407,1.4669790000425564,2.0713430000114386,1.9536521999953038,1.9939619000126636,2.051718410008334
transformers-gpu-compile,fp32,stress_single,30,3.0932075333263733,2.555712499997753,1.7124784175083299,1.5707719999227263,9.38615799998388,5.02297339995721,6.210141050007676,8.558492489988796
