backend,backend_kind,model,model_kind,params_millions_effective,scenario,mode,n,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,tokens_per_s_median,tokens_total_median,prompt_tokens_median,gen_tokens_median,cuda_event_median_ms,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
ollama,ollama,gemma3:270m,ollama,268.1,medium,e2e_kv,5,134.09859999999998,135.4718,136.92242,137.017284,656.963294205879,89.0,25.0,64.0,,,292.577,268.1,268.1
ollama,ollama,gemma3:1b-it-qat,ollama,999.89,medium,e2e_kv,5,286.24062,284.237,292.66998,293.11471600000004,316.63717250041344,90.0,26.0,64.0,,,282.6777,999.9,999.89
ollama,ollama,gemma3:latest,ollama,4300.0,medium,e2e_kv,5,547.33794,547.0112,555.96284,556.690088,162.70233589367092,89.0,25.0,64.0,,,344.5722,4300.0,4300.0
ollama,ollama,gemma3:270m,ollama,268.1,short,e2e_kv,5,149.42716666666666,149.55856666666665,153.62078,154.08092933333333,541.5938505250007,81.0,17.0,64.0,,,284.919,268.1,268.1
ollama,ollama,gemma3:1b-it-qat,ollama,999.89,short,e2e_kv,5,282.2824517647059,282.8650588235294,285.4494905882353,285.5637428235294,289.8908770883477,82.0,18.0,64.0,,,291.9646,999.9,999.89
ollama,ollama,gemma3:latest,ollama,4300.0,short,e2e_kv,5,551.1008765853659,552.1893731707318,554.4061892682927,554.4074680975609,146.68880629645068,81.0,17.0,64.0,,,584.5194,4300.0,4300.0
ollama,ollama,gemma3:270m,ollama,268.1,medium,kv_decode,5,131.723,133.0329,134.6592,134.75368,481.08400252869774,64.0,25.0,64.0,,,292.577,268.1,268.1
ollama,ollama,gemma3:1b-it-qat,ollama,999.89,medium,kv_decode,5,281.24082,279.3477,287.32522,287.665364,229.10516177509248,64.0,26.0,64.0,,,282.6777,999.9,999.89
ollama,ollama,gemma3:latest,ollama,4300.0,medium,kv_decode,5,538.12688,537.9306,546.75578,547.516036,118.97445506911114,64.0,25.0,64.0,,,344.5722,4300.0,4300.0
ollama,ollama,gemma3:270m,ollama,268.1,short,kv_decode,5,146.71186666666668,146.60426666666666,151.01576,151.41296533333335,436.549368276685,64.0,17.0,64.0,,,284.919,268.1,268.1
ollama,ollama,gemma3:1b-it-qat,ollama,999.89,short,kv_decode,5,277.37005176470586,278.1814588235294,280.06520470588237,280.08562447058824,230.06565667843387,64.0,18.0,64.0,,,291.9646,999.9,999.89
ollama,ollama,gemma3:latest,ollama,4300.0,short,kv_decode,5,541.9798165853658,543.2402731707317,544.9914692682926,545.0326040975609,117.81158938465856,64.0,17.0,64.0,,,584.5194,4300.0,4300.0
ollama,ollama,gemma3:270m,ollama,268.1,medium,prefill,5,2.3756,2.3691,2.52378,2.540756,10552.530496813137,25.0,25.0,0.0,,,292.577,268.1,268.1
ollama,ollama,gemma3:1b-it-qat,ollama,999.89,medium,prefill,5,4.9998000000000005,4.8893,5.38898,5.458196,5317.734645041212,26.0,26.0,0.0,,,282.6777,999.9,999.89
ollama,ollama,gemma3:latest,ollama,4300.0,medium,prefill,5,9.21106,9.1658,9.41642,9.425284,2727.5306028933646,25.0,25.0,0.0,,,344.5722,4300.0,4300.0
ollama,ollama,gemma3:270m,ollama,268.1,short,prefill,5,2.7153,2.6837,3.02398,3.037916,6334.538137645788,17.0,17.0,0.0,,,284.919,268.1,268.1
ollama,ollama,gemma3:1b-it-qat,ollama,999.89,short,prefill,5,4.9124,4.7875,5.50198,5.603756,3759.791122715405,18.0,18.0,0.0,,,291.9646,999.9,999.89
ollama,ollama,gemma3:latest,ollama,4300.0,short,prefill,5,9.12106,9.077,9.56418,9.604036,1872.865484190812,17.0,17.0,0.0,,,584.5194,4300.0,4300.0
