backend,backend_kind,batch_size,model,model_kind,params_millions_effective,scenario,mode,n,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,tokens_per_s_median,tokens_per_s_compute_median,tokens_total_median,tokens_total_compute_median,prompt_tokens_median,prompt_tokens_raw_median,prompt_tokens_compute_median,gen_tokens_median,gen_tokens_raw_median,gen_tokens_target_median,cuda_event_median_ms,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_gpu_fp16_bs1,hf,1,models/tiny-gpt2,hf,0.102714,medium,e2e_kv,5,195.1013800004148,195.52979999934905,196.18566000171998,196.30953200226944,414.2591052630835,414.2591052630835,81.0,81.0,,17.0,17.0,64.0,64.0,64.0,195.3872971534729,633.5712890625,,0.103,0.102714
hf_gpu_fp16_bs1,hf,1,models/gpt2-5m,hf,5.03672,medium,e2e_kv,5,742.0246600006067,747.040599999309,762.526800001433,765.5584000015369,108.42784180682403,108.42784180682405,81.0,81.0,,17.0,17.0,64.0,64.0,64.0,746.9243965148926,631.6650390625,,5.037,5.03672
hf_gpu_fp16_bs1,hf,1,models/gpt2-25m,hf,25.016064,medium,e2e_kv,5,217.98869999947783,219.21949999887147,220.69366000068842,220.9694520008634,369.4926774325139,369.4926774325139,81.0,81.0,,17.0,17.0,64.0,64.0,64.0,219.0740807056427,631.72314453125,,25.016,25.016064
hf_gpu_fp16_bs1,hf,1,models/gpt2-45m,hf,45.1712,medium,e2e_kv,5,392.5657999996474,390.11890000074345,400.2409599990642,401.5687519988569,207.629007463739,207.629007463739,81.0,81.0,,17.0,17.0,64.0,64.0,64.0,389.9941453933716,409.03564453125,,45.171,45.1712
hf_gpu_fp16_bs1,hf,1,models/gpt2-50m,hf,51.475968,medium,e2e_kv,5,347.63787999982014,330.20270000088203,410.4347999989841,415.782799998633,245.30386941046703,245.30386941046706,81.0,81.0,,17.0,17.0,64.0,64.0,64.0,330.09266901016235,119.23681640625,,51.476,51.475968
hf_gpu_fp16_bs1,hf,1,models/gpt2-75m,hf,74.824704,medium,e2e_kv,5,337.69042000094487,338.75170000101207,342.33646000138833,342.74065200137557,239.11319116555876,239.11319116555873,81.0,81.0,,17.0,17.0,64.0,64.0,64.0,338.6476073265076,634.76806640625,,74.825,74.824704
hf_gpu_fp16_bs1,hf,1,models/gpt2-100m,hf,96.08832,medium,e2e_kv,5,472.3120200007543,497.1244000007573,579.6686200013937,589.7234040014882,162.93708375584987,162.93708375584987,81.0,81.0,,17.0,17.0,64.0,64.0,64.0,497.0278720855713,315.7841796875,,96.088,96.08832
hf_gpu_fp16_bs1,hf,1,models/tiny-gpt2,hf,0.102714,medium,kv_decode,5,191.15636000060476,191.57910000103584,192.26228000115952,192.3951760014461,334.06566791290885,334.06566791290885,64.0,64.0,,17.0,17.0,64.0,64.0,64.0,191.51052856445312,633.5712890625,,0.103,0.102714
hf_gpu_fp16_bs1,hf,1,models/gpt2-5m,hf,5.03672,medium,kv_decode,5,729.5856200005801,734.460499999841,749.6308600002521,752.5613720001274,87.1387909901402,87.1387909901402,64.0,64.0,,17.0,17.0,64.0,64.0,64.0,734.403564453125,631.6650390625,,5.037,5.03672
hf_gpu_fp16_bs1,hf,1,models/gpt2-25m,hf,25.016064,medium,kv_decode,5,214.02165999934368,214.74659999876167,216.80758000038622,217.1039160007058,298.0256730507913,298.0256730507913,64.0,64.0,,17.0,17.0,64.0,64.0,64.0,214.67532348632807,631.72314453125,,25.016,25.016064
hf_gpu_fp16_bs1,hf,1,models/gpt2-45m,hf,45.1712,medium,kv_decode,5,385.73667999953614,383.2032999998773,393.4244799995213,394.7084959995118,167.0131755128948,167.01317551289483,64.0,64.0,,17.0,17.0,64.0,64.0,64.0,383.1336975097656,409.03564453125,,45.171,45.1712
hf_gpu_fp16_bs1,hf,1,models/gpt2-50m,hf,51.475968,medium,kv_decode,5,342.9503199997271,325.287899999239,406.28129999931843,411.65593999925477,196.7487877666207,196.74878776662067,64.0,64.0,,17.0,17.0,64.0,64.0,64.0,325.2214050292969,119.23681640625,,51.476,51.475968
hf_gpu_fp16_bs1,hf,1,models/gpt2-75m,hf,74.824704,medium,kv_decode,5,331.66215999990527,332.840799999758,336.30212000025494,336.7372240001714,192.2841190143953,192.28411901439526,64.0,64.0,,17.0,17.0,64.0,64.0,64.0,332.7979431152344,634.76806640625,,74.825,74.824704
hf_gpu_fp16_bs1,hf,1,models/gpt2-100m,hf,96.08832,medium,kv_decode,5,464.9640800005727,485.50580000119226,573.7257200005843,584.7333840005012,131.82128823145436,131.82128823145436,64.0,64.0,,17.0,17.0,64.0,64.0,64.0,485.465087890625,315.7841796875,,96.088,96.08832
hf_gpu_fp16_bs1,hf,1,models/tiny-gpt2,hf,0.102714,medium,prefill,5,3.945019999810029,3.9319999996223487,4.022679998888634,4.0266959989094175,4323.499491768254,4323.499491768254,17.0,17.0,,17.0,17.0,0.0,64.0,64.0,3.8583359718322754,633.5712890625,,0.103,0.102714
hf_gpu_fp16_bs1,hf,1,models/gpt2-5m,hf,5.03672,medium,prefill,5,12.43904000002658,12.39050000003772,12.933860001066934,13.004612001386706,1372.0188854322464,1372.0188854322462,17.0,17.0,,17.0,17.0,0.0,64.0,64.0,12.329631805419922,631.6650390625,,5.037,5.03672
hf_gpu_fp16_bs1,hf,1,models/gpt2-25m,hf,25.016064,medium,prefill,5,3.9670400001341477,3.860400000121445,4.433200000858051,4.5411200010130415,4403.688736779918,4403.688736779918,17.0,17.0,,17.0,17.0,0.0,64.0,64.0,3.811455965042114,631.72314453125,,25.016,25.016064
hf_gpu_fp16_bs1,hf,1,models/gpt2-45m,hf,45.1712,medium,prefill,5,6.829120000111288,6.871199999295641,6.937120000293362,6.941424000178813,2474.0947726368977,2474.0947726368977,17.0,17.0,,17.0,17.0,0.0,64.0,64.0,6.810336112976074,409.03564453125,,45.171,45.1712
hf_gpu_fp16_bs1,hf,1,models/gpt2-50m,hf,51.475968,medium,prefill,5,4.687560000093072,4.6091999993223,5.388479999601259,5.4832159991929075,3688.275623210003,3688.275623210003,17.0,17.0,,17.0,17.0,0.0,64.0,64.0,4.572512149810791,119.23681640625,,51.476,51.475968
hf_gpu_fp16_bs1,hf,1,models/gpt2-75m,hf,74.824704,medium,prefill,5,6.028260001039598,5.995700001221849,6.165340000734432,6.184188000770519,2835.3653445862224,2835.3653445862224,17.0,17.0,,17.0,17.0,0.0,64.0,64.0,5.93891191482544,634.76806640625,,74.825,74.824704
hf_gpu_fp16_bs1,hf,1,models/gpt2-100m,hf,96.08832,medium,prefill,5,7.347940000181552,5.165000000488362,11.4363399996364,11.582147999579318,3291.384317210573,3291.3843172105735,17.0,17.0,,17.0,17.0,0.0,64.0,64.0,5.12502384185791,315.7841796875,,96.088,96.08832
hf_gpu_fp16_bs8,hf,8,models/tiny-gpt2,hf,0.102714,medium,e2e_kv,5,196.1418999999296,195.40859999870008,200.53332000097726,201.15778400097042,3316.1283587534567,3316.1283587534567,648.0,648.0,,136.0,136.0,512.0,512.0,64.0,195.28284740448,646.6240234375,,0.103,0.102714
hf_gpu_fp16_bs8,hf,8,models/gpt2-5m,hf,5.03672,medium,e2e_kv,5,739.3042599996988,738.7967999984539,757.1513999992021,757.9474799986201,877.1017957865492,877.1017957865492,648.0,648.0,,136.0,136.0,512.0,512.0,64.0,738.6705503463745,646.7919921875,,5.037,5.03672
