backend,backend_kind,batch_size,model,model_kind,params_millions_effective,scenario,mode,n,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,tokens_per_s_median,tokens_per_s_compute_median,tokens_total_median,tokens_total_compute_median,prompt_tokens_median,prompt_tokens_raw_median,prompt_tokens_compute_median,gen_tokens_median,gen_tokens_raw_median,gen_tokens_target_median,cuda_event_median_ms,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_gpu_fp16_bs8,hf,8,models/gpt2-25m,hf,25.016064,medium,e2e_kv,5,219.41674000008788,219.72449999884705,223.81557999942743,224.4270359993243,2949.1476826817234,2949.147682681723,648.0,648.0,,136.0,136.0,512.0,512.0,64.0,219.61048936843872,625.66357421875,,25.016,25.016064
hf_gpu_fp16_bs8,hf,8,models/gpt2-45m,hf,45.1712,medium,e2e_kv,5,390.279720000035,425.8154999988619,429.93802000237343,430.6792840026174,1521.7858438730668,1521.7858438730668,648.0,648.0,,136.0,136.0,512.0,512.0,64.0,425.65517139434814,428.79150390625,,45.171,45.1712
hf_gpu_fp16_bs8,hf,8,models/gpt2-50m,hf,51.475968,medium,e2e_kv,5,524.1586199997982,525.6723999991664,539.1629000008834,540.2610600009939,1232.706910237303,1232.706910237303,648.0,648.0,,136.0,136.0,512.0,512.0,64.0,525.5192251205444,654.60302734375,,51.476,51.475968
hf_gpu_fp16_bs8,hf,8,models/gpt2-75m,hf,74.824704,medium,e2e_kv,5,330.7727800001885,331.5259999999398,336.50439999983064,337.28063999980805,1954.5978294315307,1954.5978294315307,648.0,648.0,,136.0,136.0,512.0,512.0,64.0,331.39381647109985,580.705078125,,74.825,74.824704
hf_gpu_fp16_bs8,hf,8,models/gpt2-100m,hf,96.08832,medium,e2e_kv,5,514.2252399997233,514.5864999994956,515.811340000073,515.9305880000466,1259.2635057480816,1259.2635057480816,648.0,648.0,,136.0,136.0,512.0,512.0,64.0,514.4872102737427,436.4248046875,,96.088,96.08832
hf_gpu_fp16_bs8,hf,8,models/tiny-gpt2,hf,0.102714,medium,kv_decode,5,192.03640000014275,191.2358999998105,196.39056000050914,197.02587200044945,2677.321569854339,2677.321569854339,512.0,512.0,,136.0,136.0,512.0,512.0,64.0,191.172607421875,646.6240234375,,0.103,0.102714
hf_gpu_fp16_bs8,hf,8,models/gpt2-5m,hf,5.03672,medium,kv_decode,5,727.2871999997733,725.8516999991116,744.6712999993906,745.574659999038,705.378247375637,705.378247375637,512.0,512.0,,136.0,136.0,512.0,512.0,64.0,725.7999267578125,646.7919921875,,5.037,5.03672
hf_gpu_fp16_bs8,hf,8,models/gpt2-25m,hf,25.016064,medium,kv_decode,5,214.53035999948042,214.42859999842767,218.7476399991283,219.1098479989887,2387.7411875270104,2387.7411875270104,512.0,512.0,,136.0,136.0,512.0,512.0,64.0,214.38156127929688,625.66357421875,,25.016,25.016064
hf_gpu_fp16_bs8,hf,8,models/gpt2-45m,hf,45.1712,medium,kv_decode,5,380.9261200003675,414.4472999996651,421.7092200015031,422.6872840015858,1235.380228078247,1235.380228078247,512.0,512.0,,136.0,136.0,512.0,512.0,64.0,414.3800354003906,428.79150390625,,45.171,45.1712
hf_gpu_fp16_bs8,hf,8,models/gpt2-50m,hf,51.475968,medium,kv_decode,5,514.6857399999135,515.0475999998889,529.7733600007632,530.8489120010199,994.0828770003208,994.0828770003208,512.0,512.0,,136.0,136.0,512.0,512.0,64.0,514.9849853515625,654.60302734375,,51.476,51.475968
hf_gpu_fp16_bs8,hf,8,models/gpt2-75m,hf,74.824704,medium,kv_decode,5,323.31563999978243,323.89359999979206,330.14666000017314,331.29261200039764,1580.7660293390445,1580.7660293390443,512.0,512.0,,136.0,136.0,512.0,512.0,64.0,323.83282470703125,580.705078125,,74.825,74.824704
hf_gpu_fp16_bs8,hf,8,models/gpt2-100m,hf,96.08832,medium,kv_decode,5,503.9547999997012,504.5358000006672,505.51999999916006,505.5670399990777,1014.7941929974502,1014.7941929974502,512.0,512.0,,136.0,136.0,512.0,512.0,64.0,504.474609375,436.4248046875,,96.088,96.08832
hf_gpu_fp16_bs8,hf,8,models/tiny-gpt2,hf,0.102714,medium,prefill,5,4.1054999997868435,4.129200000534183,4.192139999940991,4.196028000151273,32936.16196415917,32936.16196415917,136.0,136.0,,136.0,136.0,0.0,512.0,64.0,4.069536209106445,646.6240234375,,0.103,0.102714
hf_gpu_fp16_bs8,hf,8,models/gpt2-5m,hf,5.03672,medium,prefill,5,12.017059999925552,12.933899999552525,13.002220000635136,13.013644000893693,10515.003208986092,10515.00320898609,136.0,136.0,,136.0,136.0,0.0,512.0,64.0,12.867520332336426,646.7919921875,,5.037,5.03672
hf_gpu_fp16_bs8,hf,8,models/gpt2-25m,hf,25.016064,medium,prefill,5,4.88638000060746,5.295900000419351,5.37458000035258,5.378516000346281,25680.243204975726,25680.243204975726,136.0,136.0,,136.0,136.0,0.0,512.0,64.0,5.228928089141846,625.66357421875,,25.016,25.016064
hf_gpu_fp16_bs8,hf,8,models/gpt2-45m,hf,45.1712,medium,prefill,5,9.353599999667495,9.412800000063726,11.259499999141553,11.346459999185754,14448.410674727951,14448.410674727951,136.0,136.0,,136.0,136.0,0.0,512.0,64.0,9.343775749206545,428.79150390625,,45.171,45.1712
hf_gpu_fp16_bs8,hf,8,models/gpt2-50m,hf,51.475968,medium,prefill,5,9.472879999884753,9.417799999937415,10.471559999496094,10.594151999321184,14440.739875650765,14440.739875650765,136.0,136.0,,136.0,136.0,0.0,512.0,64.0,9.351967811584473,654.60302734375,,51.476,51.475968
hf_gpu_fp16_bs8,hf,8,models/gpt2-75m,hf,74.824704,medium,prefill,5,7.457140000406071,7.76150000092457,8.12302000085765,8.189644000885892,17522.386134613065,17522.38613461307,136.0,136.0,,136.0,136.0,0.0,512.0,64.0,7.686079978942871,580.705078125,,74.825,74.824704
hf_gpu_fp16_bs8,hf,8,models/gpt2-100m,hf,96.08832,medium,prefill,5,10.270440000022063,10.558300000411691,10.6785599997238,10.679151999574968,12880.861501822932,12880.861501822932,136.0,136.0,,136.0,136.0,0.0,512.0,64.0,10.490752220153809,436.4248046875,,96.088,96.08832
