backend,backend_kind,mode,scenario,aggregation,n_models,ok,log10_intercept,slope,r2,slope_ci_low,slope_ci_high,log10_intercept_ci_low,log10_intercept_ci_high,boot_n_used,boot_n_requested
hf_cpu_fp32,hf,e2e_kv,__all__,geomean_across_scenarios,7,True,3.224129844610185,-0.09906685730428455,0.015532272372531186,-1.7208718572757273,0.7092649901050099,1.9912910019579,6.22243923095147,1000,1000
hf_cpu_fp32,hf,e2e_kv,medium,scenario,7,True,3.20185182056842,-0.10163371156209379,0.017135499057682413,-1.7537371205161483,0.6221970783670143,2.119179129454936,6.236545397290814,1000,1000
hf_cpu_fp32,hf,e2e_kv,micro,scenario,7,True,3.193818122929256,-0.0665058350795666,0.006470734507945997,-1.846540051280613,0.792311908258917,1.8937990988560993,6.4488430644956845,1000,1000
hf_cpu_fp32,hf,e2e_kv,short,scenario,7,True,3.276719590332875,-0.12906102527119018,0.02684071066016336,-1.5575196400527909,0.7622693368714513,1.8953770737715339,5.907199397522372,1000,1000
hf_cpu_fp32,hf,kv_decode,__all__,geomean_across_scenarios,7,True,3.2125171616617756,-0.09733885270284572,0.014970673401111911,-1.7215376944241163,0.7104973145582542,1.9802922710628545,6.215235293808334,1000,1000
hf_cpu_fp32,hf,kv_decode,medium,scenario,7,True,3.188606568933643,-0.09999460081798214,0.016587896560439797,-1.7544999093346532,0.6206718954433559,2.1046714292158355,6.222364129141244,1000,1000
hf_cpu_fp32,hf,kv_decode,micro,scenario,7,True,3.1873566127329767,-0.06645942182692878,0.006459702742493412,-1.8463477428539041,0.7929729061217388,1.8872454964513705,6.443676441479908,1000,1000
hf_cpu_fp32,hf,kv_decode,short,scenario,7,True,3.2615883033187,-0.1255625354636226,0.025298025044598993,-1.5595127312447095,0.7656686709523756,1.8831227665480603,5.902136810371204,1000,1000
hf_cpu_fp32,hf,prefill,__all__,geomean_across_scenarios,7,True,1.6298983562956697,-0.16632385226947943,0.04848592600976953,-1.6882219515815453,0.6581412523536325,0.35308842956576064,4.438306821117791,1000,1000
hf_cpu_fp32,hf,prefill,medium,scenario,7,True,1.6745457848104426,-0.15776546655490356,0.04493665834145277,-1.750595209947471,0.654143054951302,0.4143851800401316,4.613839934778596,1000,1000
hf_cpu_fp32,hf,prefill,micro,scenario,7,True,1.3828301285245044,-0.0745217175835698,0.00828339120416155,-1.8231942697832815,0.8212333746195805,0.029212737372854337,4.4889073203111005,1000,1000
hf_cpu_fp32,hf,prefill,short,scenario,7,True,1.8323191555520653,-0.2666843726699653,0.13336799348257433,-1.5054337001708293,0.5855829347147848,0.4919868278769378,4.083664614205644,1000,1000
hf_gpu_fp16,hf,e2e_kv,__all__,geomean_across_scenarios,7,True,2.936102978027611,-0.25016544717689865,0.20313733203117046,-1.0514414209069944,0.5775410225707922,1.560969813731062,4.3750343776597465,1000,1000
hf_gpu_fp16,hf,e2e_kv,medium,scenario,7,True,2.6880919053091397,-0.1071899142514403,0.03037209712457456,-1.125175400608859,0.8924740630453428,0.9942347147122081,4.602898923516327,1000,1000
hf_gpu_fp16,hf,e2e_kv,micro,scenario,7,True,2.9126059322620192,-0.22854830495082112,0.13606781576724802,-1.3718445695127683,0.6518145419391954,1.4586282052758688,4.975086742149638,1000,1000
hf_gpu_fp16,hf,e2e_kv,short,scenario,7,True,3.2076110965116715,-0.4147581223284329,0.46964463741396756,-0.7336246870778779,0.32076070112945965,2.0184026327554214,3.775437979036186,1000,1000
hf_gpu_fp16,hf,kv_decode,__all__,geomean_across_scenarios,7,True,2.924617839696393,-0.2487806079245676,0.1999458939044173,-1.0504351526361984,0.5836361726155173,1.540831620732885,4.3712578829994,1000,1000
hf_gpu_fp16,hf,kv_decode,medium,scenario,7,True,2.6749525312044464,-0.1052379405682002,0.028644680654077992,-1.1308339730545411,0.9150026445674667,0.9415876271065006,4.603223387245035,1000,1000
hf_gpu_fp16,hf,kv_decode,micro,scenario,7,True,2.8977874820358136,-0.22482334534842985,0.1331396549724574,-1.3696525801746624,0.6476480646797061,1.4633208984059558,4.970503879171191,1000,1000
hf_gpu_fp16,hf,kv_decode,short,scenario,7,True,3.201113505848918,-0.41628053785707325,0.4679543057406208,-0.7294533724412934,0.3227681274203159,2.0081050594586936,3.7598909355587344,1000,1000
hf_gpu_fp16,hf,prefill,__all__,geomean_across_scenarios,7,True,1.238248077460896,-0.2724253109478467,0.24999291593283934,-0.8754302431505735,0.6939168767326139,-0.3908415732387903,2.44117098581454,1000,1000
hf_gpu_fp16,hf,prefill,medium,scenario,7,True,0.857692842535519,-0.05254529856985799,0.008520226784033302,-0.5749916876430143,1.0329527730118695,-1.0581342758339152,1.8648211485240036,1000,1000
hf_gpu_fp16,hf,prefill,micro,scenario,7,True,1.4123132565072247,-0.36624891988640296,0.24163481160974976,-1.2180402774477577,0.9009028561443924,-0.7160745961316383,3.0751162309556577,1000,1000
hf_gpu_fp16,hf,prefill,short,scenario,7,True,1.444738133339944,-0.3984817143872796,0.47001659604892243,-0.9825979148082579,0.3453170069416936,0.19112265481574925,2.5903354432527164,1000,1000
ollama,ollama,e2e_kv,__all__,geomean_across_scenarios,5,True,0.08845385705282162,0.716553614756174,0.8275001343963648,0.2667682017463776,2.028461620694791,-5.226467601719759,1.5663839101679191,1000,1000
ollama,ollama,e2e_kv,medium,scenario,5,True,0.41089188939806726,0.679272580415399,0.8877198286568212,0.46377068372146846,1.6888220779342078,-3.6694906919909123,1.0664975427209473,1000,1000
ollama,ollama,e2e_kv,micro,scenario,5,True,-0.1998176158332654,0.7289058795838728,0.625293903940422,-0.33490885503859025,2.3272263598459073,-6.706474679731077,3.471415191188853,1000,1000
ollama,ollama,e2e_kv,short,scenario,5,True,0.05428729759366224,0.7414823842692502,0.8287520919067215,0.408619486193073,2.1099300383689985,-5.476129340825452,1.0127091100547678,1000,1000
ollama,ollama,kv_decode,__all__,geomean_across_scenarios,5,True,0.06502480519000543,0.7191591354744298,0.8246594679659123,0.2565460877254225,2.0422279447203757,-5.295617855410625,1.587964491573775,1000,1000
ollama,ollama,kv_decode,medium,scenario,5,True,0.4022617527773593,0.6795893446351431,0.8880867452718835,0.46513990803798655,1.6876664374995742,-3.6721066172831898,1.054146041396524,1000,1000
ollama,ollama,kv_decode,micro,scenario,5,True,-0.24779602720391167,0.7354244121980048,0.6123715717059512,-0.371683268037296,2.363445201983709,-6.876594072723264,3.576000729188647,1000,1000
ollama,ollama,kv_decode,short,scenario,5,True,0.04060868999656708,0.742463649590142,0.8272742593621343,0.40585945906258897,2.1182083808558274,-5.519534221160371,1.0095862108046307,1000,1000
ollama,ollama,prefill,__all__,geomean_across_scenarios,5,True,-1.3004438723955862,0.6609017548116659,0.8610790400237782,0.4376668241546546,1.766049643472438,-5.765797358502764,-0.6318606623856879,1000,1000
ollama,ollama,prefill,medium,scenario,5,True,-1.1563586778209236,0.626312429691366,0.8408380712265895,0.38489236237067426,1.7651196380958047,-5.759070665955821,-0.4228851561692912,1000,1000
ollama,ollama,prefill,micro,scenario,5,True,-1.3173208691057816,0.6610644469943406,0.869274569732461,0.45569226906202,1.72121544506752,-5.599470392813237,-0.7119616543283485,1000,1000
ollama,ollama,prefill,short,scenario,5,True,-1.4276520702600524,0.6953283877492905,0.8707754721410341,0.47241584103126893,1.8118138472539913,-5.93885101673924,-0.7607351766594223,1000,1000
