backend,backend_kind,model,model_kind,params_millions,scenario,mode,n,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,tokens_per_s_median,tokens_total_median,prompt_tokens_median,gen_tokens_median,cuda_event_median_ms,gpu_peak_mb_median,ollama_load_ms_median
ollama,ollama,qwen2.5:7b,ollama,7000.0,medium,e2e_kv,3,741.3523666666666,741.817,744.97888,745.259936,148.28454996313107,110.0,46.0,64.0,,,148.7193
ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,medium,e2e_kv,3,742.7297,741.6934,745.9783,746.3591799999999,122.6922067797826,91.0,27.0,64.0,,,158.6349
ollama,ollama,gpt-oss-20b:latest,ollama,20000.0,medium,e2e_kv,3,3859.5941333333335,3948.7691,3953.8847,3954.3394200000002,41.27868605941026,163.0,99.0,64.0,,,259.0103
ollama,ollama,gemma3:270m,ollama,270.0,micro,e2e_kv,3,24.6631,24.9894,25.545330000000003,25.594746000000004,840.3563110758962,21.0,10.0,11.0,,,137.6253
ollama,ollama,gemma3:1b-it-qat,ollama,1000.0,micro,e2e_kv,3,277.5247,278.4433,279.80536,279.92643200000003,269.3546585606477,75.0,11.0,64.0,,,157.3831
ollama,ollama,qwen2.5:7b,ollama,7000.0,micro,e2e_kv,3,335.13056666666665,335.3567,335.52392000000003,335.538784,175.9320747132829,59.0,30.0,29.0,,,127.1704
ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,micro,e2e_kv,3,115.2672,114.1835,117.20867,117.47757399999999,183.91448852067063,21.0,11.0,10.0,,,168.2181
ollama,ollama,gpt-oss-20b:latest,ollama,20000.0,micro,e2e_kv,3,2069.066533333333,2074.9509,2227.23432,2240.770624,56.868815546430525,118.0,84.0,34.0,,,267.6929
ollama,ollama,gemma3:270m,ollama,270.0,short,e2e_kv,3,105.10379999999999,105.1392,106.11534,106.202108,618.2280253226199,65.0,17.0,48.0,,,158.6201
ollama,ollama,gemma3:1b-it-qat,ollama,1000.0,short,e2e_kv,3,152.45576666666668,152.8288,153.2383,153.27470000000002,340.25000523461546,52.0,18.0,34.0,,,158.8267
ollama,ollama,qwen2.5:7b,ollama,7000.0,short,e2e_kv,3,406.18666666666667,405.9639,408.26682,408.471524,179.81894449235512,73.0,38.0,35.0,,,129.7535
ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,short,e2e_kv,3,666.1161666666667,666.6526,667.3824999999999,667.44738,114.002405450755,76.0,19.0,57.0,,,184.1691
ollama,ollama,gpt-oss-20b:latest,ollama,20000.0,short,e2e_kv,3,3951.9837,3932.0867,4055.0218400000003,4065.9494080000004,39.67359112402074,156.0,92.0,64.0,,,255.5158
ollama,ollama,gemma3:270m,ollama,270.0,medium,kv_decode,3,133.11453333333336,134.1072,135.14624999999998,135.23861,477.23015617356856,64.0,25.0,64.0,,,158.9647
ollama,ollama,gemma3:1b-it-qat,ollama,1000.0,medium,kv_decode,3,285.37573333333336,280.7067,293.77011000000005,294.931302,227.99598299577457,64.0,26.0,64.0,,,175.4643
ollama,ollama,qwen2.5:7b,ollama,7000.0,medium,kv_decode,3,729.3297666666667,729.6277,733.07605,733.38257,87.71596802040274,64.0,46.0,64.0,,,148.7193
ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,medium,kv_decode,3,730.8746,729.8793,733.98735,734.35251,87.68573105169583,64.0,27.0,64.0,,,158.6349
ollama,ollama,gpt-oss-20b:latest,ollama,20000.0,medium,kv_decode,3,3792.2185666666664,3880.3299,3881.34636,3881.436712,16.493442993081594,64.0,99.0,64.0,,,259.0103
ollama,ollama,gemma3:270m,ollama,270.0,micro,kv_decode,3,22.277200000000004,22.5926,22.922990000000002,22.952358,486.8850862671848,11.0,10.0,11.0,,,137.6253
ollama,ollama,gemma3:1b-it-qat,ollama,1000.0,micro,kv_decode,3,273.09253333333334,273.9463,275.30197000000004,275.422474,233.62242892128856,64.0,11.0,64.0,,,157.3831
ollama,ollama,qwen2.5:7b,ollama,7000.0,micro,kv_decode,3,323.20046666666667,323.1912,323.62662,323.665324,89.73016592035923,29.0,30.0,29.0,,,127.1704
ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,micro,kv_decode,3,103.64243333333333,102.8435,105.13238,105.335836,97.2351193804178,10.0,11.0,10.0,,,168.2181
ollama,ollama,gpt-oss-20b:latest,ollama,20000.0,micro,kv_decode,3,2004.3620333333336,2010.9368,2157.04559,2170.033038,16.907542792990807,34.0,84.0,34.0,,,267.6929
ollama,ollama,gemma3:270m,ollama,270.0,short,kv_decode,3,102.75213333333333,102.896,103.39532,103.439704,466.4904369460426,48.0,17.0,48.0,,,158.6201
ollama,ollama,gemma3:1b-it-qat,ollama,1000.0,short,kv_decode,3,147.86026666666666,148.3094,148.46213,148.475706,229.2504723233996,34.0,18.0,34.0,,,158.8267
ollama,ollama,qwen2.5:7b,ollama,7000.0,short,kv_decode,3,394.16453333333334,393.9953,396.09508999999997,396.28173799999996,88.83354699916471,35.0,38.0,35.0,,,129.7535
ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,short,kv_decode,3,654.3656333333333,654.7349,656.02559,656.140318,87.05813604865114,57.0,19.0,57.0,,,184.1691
ollama,ollama,gpt-oss-20b:latest,ollama,20000.0,short,kv_decode,3,3881.6472,3860.2577,3980.81603,3991.532326,16.579204025679424,64.0,92.0,64.0,,,255.5158
ollama,ollama,gemma3:270m,ollama,270.0,medium,prefill,3,2.6968333333333336,2.8119,2.89704,2.904608,8890.785589814715,25.0,25.0,0.0,,,158.9647
ollama,ollama,gemma3:1b-it-qat,ollama,1000.0,medium,prefill,3,5.2601,5.3747,5.52104,5.534048,4837.479301170299,26.0,26.0,0.0,,,175.4643
ollama,ollama,qwen2.5:7b,ollama,7000.0,medium,prefill,3,12.022599999999999,12.0075,12.17112,12.185664,3830.938996460545,46.0,46.0,0.0,,,148.7193
ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,medium,prefill,3,11.8551,11.8141,11.99095,12.00667,2285.404728248449,27.0,27.0,0.0,,,158.6349
ollama,ollama,gpt-oss-20b:latest,ollama,20000.0,medium,prefill,3,67.37556666666667,68.4392,72.53833999999999,72.90270799999999,1446.5394101625968,99.0,99.0,0.0,,,259.0103
ollama,ollama,gemma3:270m,ollama,270.0,micro,prefill,3,2.3859,2.3968,2.6223400000000003,2.6423880000000004,4172.22963951936,10.0,10.0,0.0,,,137.6253
ollama,ollama,gemma3:1b-it-qat,ollama,1000.0,micro,prefill,3,4.432166666666666,4.497,4.5033900000000004,4.503958,2446.07516121859,11.0,11.0,0.0,,,157.3831
ollama,ollama,qwen2.5:7b,ollama,7000.0,micro,prefill,3,11.930100000000001,11.8675,12.1357,12.15954,2527.912365704656,30.0,30.0,0.0,,,127.1704
ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,micro,prefill,3,11.624766666666666,11.3762,12.07991,12.142462,966.9309611293752,11.0,11.0,0.0,,,168.2181
ollama,ollama,gpt-oss-20b:latest,ollama,20000.0,micro,prefill,3,64.7045,64.0141,70.18872999999999,70.737586,1312.2109035353149,84.0,84.0,0.0,,,267.6929
ollama,ollama,gemma3:270m,ollama,270.0,short,prefill,3,2.3516666666666666,2.2432,2.72002,2.762404,7578.45934379458,17.0,17.0,0.0,,,158.6201
ollama,ollama,gemma3:1b-it-qat,ollama,1000.0,short,prefill,3,4.5955,4.5194,4.7761700000000005,4.798994,3982.829579147675,18.0,18.0,0.0,,,158.8267
ollama,ollama,qwen2.5:7b,ollama,7000.0,short,prefill,3,12.022133333333334,11.9686,12.17173,12.189786,3174.9745166519056,38.0,38.0,0.0,,,129.7535
ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,short,prefill,3,11.750533333333335,11.9177,12.027140000000001,12.036868,1594.2673502437551,19.0,19.0,0.0,,,184.1691
ollama,ollama,gpt-oss-20b:latest,ollama,20000.0,short,prefill,3,70.3365,71.829,74.20581,74.417082,1280.8197246237594,92.0,92.0,0.0,,,255.5158
