backend,backend_kind,model,model_kind,params_millions,scenario,mode,n,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,tokens_per_s_median,tokens_total_median,prompt_tokens_median,gen_tokens_median,cuda_event_median_ms,gpu_peak_mb_median,ollama_load_ms_median
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,micro,prefill,3,2.6318333333771684,2.6170000001002336,2.658940000014809,2.6626680000072156,382.1169277652652,1.0,1.0,0.0,2.5630719661712646,537.74755859375,
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.0,micro,prefill,3,9.133933333411429,9.140600000137056,9.520129999987148,9.553865999973823,109.40200861923788,1.0,1.0,0.0,9.07756805419922,631.30419921875,
hf_gpu_fp16,hf,models/gpt2-50m,hf,50.0,micro,prefill,3,9.685999999874184,11.66649999981928,12.339069999870844,12.398853999875428,85.71551022290237,1.0,1.0,0.0,11.582464218139648,631.55810546875,
hf_gpu_fp16,hf,models/gpt2-75m,hf,75.0,micro,prefill,3,3.6147666666389946,3.576199999997698,3.7478299998610973,3.763085999848955,279.62641910425697,1.0,1.0,0.0,3.5287039279937744,379.8994140625,
hf_gpu_fp16,hf,models/gpt2-100m,hf,100.0,micro,prefill,3,9.615899999971589,10.81279999993967,13.330100000030143,13.553860000038185,92.48298313161987,1.0,1.0,0.0,10.726400375366213,208.4775390625,
hf_gpu_fp16,hf,models/tiny-gpt2,hf,124.0,micro,prefill,3,2.3540000000442283,2.5016000001869543,2.5047500000255245,2.505030000011175,399.74416370533504,1.0,1.0,0.0,2.4289278984069824,630.53759765625,
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.0,short,prefill,3,13.81930000002285,16.53460000011364,17.253970000047048,17.317914000041128,544.3131372962239,9.0,9.0,0.0,16.43008041381836,229.62109375,
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,short,prefill,3,4.05446666673015,4.541400000107387,4.830300000094212,4.855980000093041,1981.7677367743831,9.0,9.0,0.0,4.472832202911377,538.54931640625,
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.0,short,prefill,3,4.6044666666299845,4.264299999931609,5.336560000068857,5.431872000081057,2110.545693348109,9.0,9.0,0.0,4.207615852355957,632.16455078125,
hf_gpu_fp16,hf,models/gpt2-50m,hf,50.0,short,prefill,3,9.5611666666476,11.54010000004746,11.904689999914806,11.937097999903015,779.8892557224796,9.0,9.0,0.0,11.431936264038086,632.44970703125,
hf_gpu_fp16,hf,models/gpt2-75m,hf,75.0,short,prefill,3,6.44513333334847,6.84400000000096,8.363200000053439,8.498240000058104,1315.0204558735736,9.0,9.0,0.0,6.780928134918213,632.3837890625,
hf_gpu_fp16,hf,models/gpt2-100m,hf,100.0,short,prefill,3,5.731133333332157,5.689699999948061,6.102530000021034,6.13922600002752,1581.8057191208952,9.0,9.0,0.0,5.641215801239014,489.1572265625,
hf_gpu_fp16,hf,models/tiny-gpt2,hf,124.0,short,prefill,3,3.348433333333863,2.543500000001586,4.718349999984639,4.911669999983133,3538.4312954568068,9.0,9.0,0.0,2.48524808883667,631.30419921875,
ollama,ollama,gemma3:270m,ollama,270.0,medium,e2e_kv,3,135.81136666666666,136.4793,137.99930999999998,138.13442199999997,652.1135439586809,89.0,25.0,64.0,,,158.9647
ollama,ollama,gemma3:1b-it-qat,ollama,1000.0,medium,e2e_kv,3,290.6358333333333,286.08140000000003,299.29115,300.46535000000006,314.595775887562,90.0,26.0,64.0,,,175.4643
