latency_ms,tokens,tokens_per_s,status,scenario,prompt_set,backend,model,quantization,wall_ms,ollama_eval_ms,ollama_prompt_eval_ms
3.7742890017398167,1,264.95056407684586,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
4.08201499885763,1,244.97705184323289,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.6773079991689883,1,271.93805909811846,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.7008990002505016,1,270.20461783267075,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
4.007658000773517,1,249.52228952844533,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.856450999592198,1,259.30577105886874,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.7225129999569617,1,268.6357307581093,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.68909399912809,1,271.0692653091377,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.726275001099566,1,268.36451944768316,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.750264997506747,1,266.6478237310751,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.6408830019354355,1,274.65864722058245,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.67035199815291,1,272.45343239646934,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.6182899966661353,1,276.3736463692497,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.7754459990537725,1,264.8693691422488,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.6521049987641163,1,273.8146905246161,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.6969409993616864,1,270.4939029788844,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.6169889972370584,1,276.473055561927,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.801097998803016,1,263.08187800338345,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.9022220007609576,1,256.26425144571317,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
4.170653999608476,1,239.77054919776995,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.7313649991119746,1,267.9984403128585,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.785147997405147,1,264.1904624827181,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.715247003128752,1,269.1611080388092,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.7910780010861345,1,263.7772157981193,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.7283550009306055,1,268.21480243978857,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
4.6956709993537515,1,212.96210917196422,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.780347997235367,1,264.52591156457476,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.715259001182858,1,269.16023881016685,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.598355997382896,1,277.90468778722993,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
3.9242970015038736,1,254.82271082356377,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,
1.7657339994912036,1,566.3367190574288,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.749090999510372,1,571.7255421701517,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.7371419999108184,1,575.6581788082599,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.7575860001670662,1,568.9622015110189,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.7340730009891558,1,576.676990778114,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.7425339974579401,1,573.8768950613471,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.734834000671981,1,576.4240265135766,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.7499509995104745,1,571.444572036438,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.7281439977523405,1,578.6554831661138,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.7378289994667284,1,575.4306092871398,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.743021002766909,1,573.7165521313733,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.72918899988872,1,578.3057838468518,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.7239549997611903,1,580.0615446102273,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.7274220008403063,1,578.8973392220018,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.7491469989181496,1,571.707238224404,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.736738999170484,1,575.7917571250651,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.8040590002783574,1,554.3055963500667,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.7352600007143337,1,576.2825165037758,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.730062002025079,1,578.0139664529225,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
1.7419899995729793,1,574.0561083847404,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32,,,
