latency_ms,tokens,tokens_per_s,status,scenario,prompt_set,backend,model,quantization
3.7162289991101716,1,269.0899834857981,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
3.6913610019837506,1,270.9027915347744,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
3.681133999634767,1,271.6554192537456,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
3.8481239971588366,1,259.8668859782908,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
3.700453002238646,1,270.2371843109572,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32
1.807470998755889,1,553.2592227971104,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
2.23734200335457,1,446.95893542455514,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7732850028551184,1,563.9251436683483,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7480059977970086,1,572.0804169209306,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.751228999637533,1,571.0275470580824,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7278209998039529,1,578.7636567176027,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7433909997635055,1,573.5947932137151,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7329559996142052,1,577.0486961138207,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7339719997835346,1,576.7105813270559,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7337919998681173,1,576.7704546312741,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.730940999550512,1,577.7204423834656,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7261869979847688,1,579.3115121174279,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7223229988303501,1,580.6111865655349,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.742682001349749,1,573.8281563850869,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7266849972656928,1,579.1444308507682,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.734677000058582,1,576.4761969901191,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7335459997411817,1,576.8523016691221,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7319399994448759,1,577.3872075940977,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.737615999445552,1,575.5011465819176,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7509819990664255,1,571.1080985031097,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7303800013905857,1,577.907742343514,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7338079996989109,1,576.7651321101631,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7498019988124724,1,571.4932321935075,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7408709973096848,1,574.4251018860011,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7420099975424819,1,574.0495183212134,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.732731001538923,1,577.1236268710211,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
2.268642001581611,1,440.79233272717244,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7323649990430567,1,577.2455576927445,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7261460016015917,1,579.3252709053334,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
1.7243740003323182,1,579.9205971600603,ok,single_micro,micro,transformers-gpu-compile,models/gpt2-100m,fp32
3.811771999608027,9,2361.106593186972,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.8175720001163427,11,2881.412583617223,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.786753997701453,9,2376.7057499544385,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.773639000428375,11,2914.958213743102,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.9019590003590565,9,2306.533717850911,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.9612840009795036,11,2776.877395632335,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.9605170022696257,9,2272.430592986328,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.8615820012637414,11,2848.573459374976,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.803454997978406,9,2366.269616646874,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.909307000867557,11,2813.7979436147816,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
4.2132929993385915,9,2136.0963980935653,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
4.037272999994457,11,2724.611389919657,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
4.055957000673516,9,2218.958435334866,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.968365999753587,11,2771.9217432774694,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.911666000931291,9,2300.809935678884,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.9846680010668933,11,2760.58130741501,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.819434001343325,9,2356.370079135974,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
4.478373000893043,11,2456.249177504076,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
4.609478000929812,9,1952.498742413901,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
4.0645380031492095,11,2706.3346415944898,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.8347059999068733,9,2346.9856620608116,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.8669950008625165,11,2844.586040981821,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
4.039889001433039,9,2227.783980403298,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.895772999385372,11,2823.573139845532,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.8379329998861067,9,2345.0122762088554,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
4.12302399854525,11,2667.944693962779,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
4.121300000406336,9,2183.7769633641456,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.840815003059106,11,2863.9754820887742,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.7955620027787518,9,2371.1903516293637,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
3.748537001229124,11,2934.4781701216134,ok,single_short,short,transformers-gpu,models/gpt2-100m,fp32
1.6240849981841166,9,5541.581881528902,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5637239994248375,11,7034.489464922182,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5307309986383189,9,5879.5438310232585,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.54624299830175,11,7114.01766221828,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5364399987447541,9,5857.697018661875,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5267700000549667,11,7204.752516491664,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5472840022994205,9,5816.643865395809,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.553142999910051,11,7082.4128883412895,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.539037999464199,9,5847.808828068743,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5033310010039713,11,7317.0845227390755,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5253230012604035,9,5900.389617519128,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.4994689990999177,11,7335.930257046289,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5191179991234094,9,5924.49039850318,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5162740019150078,11,7254.625474094613,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.529155000753235,9,5885.603483993942,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5007350011728704,11,7329.741754142578,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5610390000802,9,5765.390870783892,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5099590018508025,11,7284.966006704134,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.529274999484187,9,5885.141654075057,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5167450001172256,11,7252.372679092291,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5158580026763957,9,5937.231577172544,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5763480005261954,11,6978.154567600636,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.540634999400936,9,5841.747074095798,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5182110000750981,11,7245.369714391403,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.515431998996064,9,5938.900594657019,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5534799968008883,11,7080.876498347268,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.6693049983587116,9,5391.465315714593,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5468400015379302,11,7111.272005548964,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.5482179987884592,9,5813.1348473166245,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
1.503078001405811,11,7318.316141751679,ok,single_short,short,transformers-gpu-compile,models/gpt2-100m,fp32
3.6841640030615963,17,4614.3439830237585,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.865496000798885,19,4915.281246203141,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.727180002897512,17,4561.089077206947,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.7660950001736637,19,5045.013468625689,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.732191999006318,17,4554.963947333413,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.793727999436669,19,5008.266276027514,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.7148510018596426,17,4576.226608143867,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.9779109974915627,19,4776.3763472790715,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.699703000165755,17,4594.963433345423,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.863648002152331,19,4917.632245332811,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.804666001087753,17,4468.197732768055,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
4.205548997560982,19,4517.840598461484,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.9834390008763876,17,4267.669216538741,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.904007997334702,19,4866.793309074022,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.78098899818724,17,4496.178118516211,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.8694260001648217,19,4910.289019402536,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.9192410004034173,17,4337.57454523724,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.877868002746254,19,4899.599467167128,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.6959749995730817,17,4599.598212099284,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.7863449979340658,19,5018.031904215522,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.83188500200049,17,4436.4588162549,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.9250679983524606,19,4840.680469223772,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.788877002079971,17,4486.817595468934,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
4.075002001627581,19,4662.57439687423,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
4.103457002202049,17,4142.848332729512,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
4.009391999716172,19,4738.873126235854,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.9189590024761856,17,4337.886665632018,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
5.014219001168385,19,3789.2242033251296,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.71967799947015,17,4570.288073973491,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
3.730774998984998,19,5092.775631113958,ok,single_medium,medium,transformers-gpu,models/gpt2-100m,fp32
1.5875509998295456,17,10708.317403236355,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5785110008437186,19,12036.659858464367,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5623770013917238,17,10880.856531334533,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5610380032740068,19,12171.38849928752,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5664739985368215,17,10852.398454030515,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.571480999700725,19,12090.50570997574,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5779800014570355,17,10773.267078355218,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.558289000968216,19,12192.860238501766,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5091999994183425,17,11264.245962464838,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.614870001503732,19,11765.652951821268,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
2.0205699984217063,17,8413.467493469132,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5638839977327734,19,12149.238707950895,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.563976999022998,17,10869.725073079555,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.617583999177441,19,11745.912428449901,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5650120003556367,17,10862.536514823454,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5582920023007318,19,12192.836754566893,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.575946000230033,17,10787.171640093376,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5557580009044614,19,12212.69631199331,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.620588001969736,17,10490.01965912214,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.74196200168808,19,10907.241364385505,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5187749995675404,17,11193.231390324849,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5160619987000246,19,12532.468999481487,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5203499970084522,17,11181.63582954609,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.52267800149275,19,12478.015694305324,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5222339970932808,17,11167.796825232947,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5133609995245934,19,12554.836556491578,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5191130005405284,17,11190.740908642798,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5051669979584403,19,12623.184022617414,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5179720030573662,17,11199.152530982185,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
1.5247380033542868,19,12461.157233702908,ok,single_medium,medium,transformers-gpu-compile,models/gpt2-100m,fp32
3.709849999722792,27,7277.922288506948,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.8851480021548923,25,6434.761297673546,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.685432002384914,27,7326.1424936148,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.7540030025411397,25,6659.557806181064,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.6626949986384716,27,7371.621172398103,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
4.2815079978026915,25,5839.064183187378,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
4.21975300196209,27,6398.478770545482,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.7474959972314537,25,6671.121201588823,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.7459370032593142,27,7207.809414976142,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
4.416513998876326,25,5660.573023511448,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.9548800014017615,27,6827.008655238632,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.8286359995254315,25,6529.740618616867,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.7674710001738276,27,7166.611235694779,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.803951000008965,25,6572.114099246042,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.698679000081029,27,7299.903560003044,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.7368119992606808,25,6690.19474486439,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.6864850007987116,27,7324.049872480207,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
4.19667399910395,25,5957.098408248497,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.9358589965559077,27,6860.001850581151,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.734860998520162,25,6693.689540228023,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.694244998769136,27,7308.665237144794,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.880357002344681,25,6442.706169791571,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.8993999987724237,27,6924.142177899142,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.741447999345837,25,6681.90497485761,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.776563000428723,27,7149.357761788935,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
4.066090998094296,25,6148.411339470034,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.9861820005171467,27,6773.398704950541,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.712237001309404,25,6734.483814255889,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.839322002022527,27,7032.49167060658,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
3.8398010001401417,25,6510.754072694802,ok,single_long,long,transformers-gpu,models/gpt2-100m,fp32
1.6067649994511157,27,16803.950801282965,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.552726000227267,25,16100.715771063818,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.542770998639753,27,17500.977153320648,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5370800028904341,25,16264.60558525791,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5375269977084827,27,17560.6672534795,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5386960003525019,25,16247.523873638924,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5471709994017147,27,17451.206111309482,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5313590010919143,25,16325.368500902856,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5233109988912474,27,17724.54870978555,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5240760003507603,25,16403.38145489224,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5595639997627586,27,17312.530940767578,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.6051279999373946,25,15575.08186323775,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5774380008224398,27,17116.362092153748,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5767999975651037,25,15854.896016365441,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5772169972478878,27,17118.7604794475,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5517589999944903,25,16110.74915633727,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5343320010288153,27,17597.234485036937,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5744299998914357,25,15878.762473862836,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.564276000863174,27,17260.381150833542,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5500349982175976,25,16128.66808088061,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5418539987877011,27,17511.38565728599,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
2.2220790015126113,25,11250.725101574708,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.6172619980352465,27,16694.883100450843,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.6068010008893907,25,15558.865090426312,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.628257999982452,27,16582.138703013272,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5923689970804844,25,15699.878637323409,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5457949994015507,27,17466.740421888386,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5422239994222764,25,16210.355959552637,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5613479990861379,27,17292.74960854543,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
1.5856450008868705,25,15766.454651587963,ok,single_long,long,transformers-gpu-compile,models/gpt2-100m,fp32
4.19069100098568,51,12169.830700475039,ok,stress_single,stress,transformers-gpu,models/gpt2-100m,fp32
3.955592001148034,51,12893.13963249957,ok,stress_single,stress,transformers-gpu,models/gpt2-100m,fp32
3.974506998929428,51,12831.780146251433,ok,stress_single,stress,transformers-gpu,models/gpt2-100m,fp32
4.354201999376528,51,11712.823614362085,ok,stress_single,stress,transformers-gpu,models/gpt2-100m,fp32
4.429003998666303,51,11515.00427982398,ok,stress_single,stress,transformers-gpu,models/gpt2-100m,fp32
3.9379860027111135,51,12950.78244688756,ok,stress_single,stress,transformers-gpu,models/gpt2-100m,fp32
3.8424300000770018,51,13272.850773853517,ok,stress_single,stress,transformers-gpu,models/gpt2-100m,fp32
3.973429000325268,51,12835.261431832581,ok,stress_single,stress,transformers-gpu,models/gpt2-100m,fp32
4.454680998605909,51,11448.63122992655,ok,stress_single,stress,transformers-gpu,models/gpt2-100m,fp32
4.465400998014957,51,11421.146728518104,ok,stress_single,stress,transformers-gpu,models/gpt2-100m,fp32
4.322667999076657,51,11798.269034516148,ok,stress_single,stress,transformers-gpu,models/gpt2-100m,fp32
4.375090000394266,51,11656.90305694376,ok,stress_single,stress,transformers-gpu,models/gpt2-100m,fp32
4.053618999023456,51,12581.350149652999,ok,stress_single,stress,transformers-gpu,models/gpt2-100m,fp32
4.199273000267567,51,12144.959376718401,ok,stress_single,stress,transformers-gpu,models/gpt2-100m,fp32
4.227060999255627,51,12065.120425037856,ok,stress_single,stress,transformers-gpu,models/gpt2-100m,fp32
1.7359820012643468,51,29378.184775450314,ok,stress_single,stress,transformers-gpu-compile,models/gpt2-100m,fp32
1.7167279984278139,51,29707.6764908046,ok,stress_single,stress,transformers-gpu-compile,models/gpt2-100m,fp32
1.663107999775093,51,30665.47693048009,ok,stress_single,stress,transformers-gpu-compile,models/gpt2-100m,fp32
1.656025997363031,51,30796.617976535228,ok,stress_single,stress,transformers-gpu-compile,models/gpt2-100m,fp32
1.6218679993471596,51,31445.222435197385,ok,stress_single,stress,transformers-gpu-compile,models/gpt2-100m,fp32
1.6333469975506887,51,31224.22857878813,ok,stress_single,stress,transformers-gpu-compile,models/gpt2-100m,fp32
1.6164230000867974,51,31551.14719183125,ok,stress_single,stress,transformers-gpu-compile,models/gpt2-100m,fp32
1.6164259977813344,51,31551.08867959394,ok,stress_single,stress,transformers-gpu-compile,models/gpt2-100m,fp32
1.617887999600498,51,31522.57759041005,ok,stress_single,stress,transformers-gpu-compile,models/gpt2-100m,fp32
1.6160409977601375,51,31558.60530189948,ok,stress_single,stress,transformers-gpu-compile,models/gpt2-100m,fp32
1.6409250019933097,51,31080.031042276685,ok,stress_single,stress,transformers-gpu-compile,models/gpt2-100m,fp32
