backend,backend_kind,mode,scenario,aggregation,n_models,ok,log10_intercept,slope,r2,slope_ci_low,slope_ci_high,log10_intercept_ci_low,log10_intercept_ci_high,boot_n_used,boot_n_requested
hf_cpu_fp32,hf,e2e_kv,__all__,geomean_across_scenarios,6,True,2.3465707555837234,0.3636244263949499,0.7901433526857791,0.26219275533824193,0.8100204213533051,1.5716344047278428,2.4724302877152087,1000,1000
hf_cpu_fp32,hf,e2e_kv,medium,scenario,6,True,2.387000651277788,0.33401059775939396,0.7810076780068418,0.21966860424339024,0.7306772898831734,1.719367588969192,2.512418167367428,1000,1000
hf_cpu_fp32,hf,e2e_kv,short,scenario,6,True,2.306140859889657,0.393238255030507,0.7355455032445084,0.2853107226014446,1.0380750894557096,1.201372718652682,2.444482971773614,1000,1000
hf_cpu_fp32,hf,kv_decode,__all__,geomean_across_scenarios,6,True,2.3203728357442244,0.36792088067694145,0.7956281221194033,0.2668938538923519,0.8107458981647375,1.5525053457532014,2.4451608004557435,1000,1000
hf_cpu_fp32,hf,kv_decode,medium,scenario,6,True,2.3585484512991943,0.3389534029656089,0.7844630718619621,0.2235553866987168,0.7369336980462335,1.6895026760624516,2.4859706385335945,1000,1000
hf_cpu_fp32,hf,kv_decode,short,scenario,6,True,2.2821972201892513,0.3968883583882756,0.7414841032658683,0.28581107493373803,1.022225661057881,1.1972431851687428,2.421184990548046,1000,1000
hf_cpu_fp32,hf,prefill,__all__,geomean_across_scenarios,6,True,1.0895394304922972,0.3055401606653799,0.6616737805964097,0.15864543907895884,0.81454784665564,0.20578991796126,1.3743805147762558,1000,1000
hf_cpu_fp32,hf,prefill,medium,scenario,6,True,1.1486773534740955,0.29032642884329585,0.7012489246824429,0.12761466913922637,0.7592377138795995,0.41151431408421724,1.4516388429367366,1000,1000
hf_cpu_fp32,hf,prefill,short,scenario,6,True,1.0304015075104969,0.3207538924874648,0.6071531565067811,0.16849634036139752,0.9769317294405226,-0.09129451148586668,1.266454163289086,1000,1000
hf_gpu_fp16,hf,e2e_kv,__all__,geomean_across_scenarios,6,True,2.221712529975731,-0.11994818658486517,0.09939747158533518,-0.34612300365368154,1.0364590516373398,0.30498757578333185,2.461641305109643,1000,1000
hf_gpu_fp16,hf,e2e_kv,medium,scenario,6,True,2.2127103554742966,-0.11924139673878173,0.09735884654441262,-0.3420889705128338,1.0291816940263676,0.308565977038312,2.458485322872079,1000,1000
hf_gpu_fp16,hf,e2e_kv,short,scenario,6,True,2.230714704477168,-0.12065497643094988,0.10089713967814895,-0.3361792956296695,1.043736409248313,0.30140917452835175,2.4710940210016843,1000,1000
hf_gpu_fp16,hf,kv_decode,__all__,geomean_across_scenarios,6,True,2.2046172433921125,-0.12037935761022771,0.09733517771091393,-0.34967866909333206,1.0615047854163697,0.2466871015205392,2.447422869841307,1000,1000
hf_gpu_fp16,hf,kv_decode,medium,scenario,6,True,2.197642003816889,-0.12054018584461546,0.09855422238813782,-0.34487590205739876,1.0358866003254021,0.28070528052865595,2.444010103700459,1000,1000
hf_gpu_fp16,hf,kv_decode,short,scenario,6,True,2.2115924829673377,-0.1202185293758406,0.09560642766748728,-0.3440066402629617,1.0871229705073382,0.2126689225124212,2.4570966233510143,1000,1000
hf_gpu_fp16,hf,prefill,__all__,geomean_across_scenarios,6,True,0.7976456968275163,-0.10617077628700494,0.1493229031419986,-0.2603433969944367,0.5315920979194968,-0.2808422317638977,0.9703096806270842,1000,1000
hf_gpu_fp16,hf,prefill,medium,scenario,6,True,0.7553587232482377,-0.09317053853141694,0.07717219037587364,-0.2898899860621953,0.8668788486579768,-0.8445814495467177,1.0810988143079459,1000,1000
hf_gpu_fp16,hf,prefill,short,scenario,6,True,0.839932670406795,-0.11917101404259284,0.27216907791093103,-0.24543036708820817,0.3344143953527537,0.06505320762524423,0.9800242666967323,1000,1000
ollama,ollama,e2e_kv,__all__,geomean_across_scenarios,3,True,0.14590778971772694,0.6759982210012115,0.928484656540854,0.3303960746578555,1.5005491458056923,-3.2589403661912106,1.6118257265941829,1000,1000
ollama,ollama,e2e_kv,medium,scenario,3,True,0.1367140865996805,0.6815497810263029,0.920422674202763,0.33018752011423447,1.562311194728727,-3.5002460877540673,1.624583408951483,1000,1000
ollama,ollama,e2e_kv,short,scenario,3,True,0.15510149283576904,0.6704466609761213,0.9363363635030411,0.33060462920147654,1.438787096882654,-3.0176346446283406,1.5990680442368816,1000,1000
ollama,ollama,kv_decode,__all__,geomean_across_scenarios,3,True,0.12266835796430392,0.6778836807950703,0.9299790617461656,0.32857015698259384,1.495392107422266,-3.2530989538019797,1.6036068526790528,1000,1000
ollama,ollama,kv_decode,medium,scenario,3,True,0.10981631891864271,0.6843712512451531,0.922026459150252,0.3283272285855405,1.5590596676370785,-3.502066406521451,1.6166497132232054,1000,1000
ollama,ollama,kv_decode,short,scenario,3,True,0.13552039700996754,0.671396110344987,0.9377401629136813,0.328813085379647,1.4317245472074507,-3.0041315010824983,1.5905639921349009,1000,1000
ollama,ollama,prefill,__all__,geomean_across_scenarios,3,True,-1.1574489237648267,0.6384095205624264,0.8853265046494331,0.09287947667386265,1.648217570545771,-5.327286071934997,0.8966274720806496,1000,1000
ollama,ollama,prefill,medium,scenario,3,True,-1.111078440710138,0.6295118488184626,0.8794276418739317,0.09815248700256406,1.6539539345043834,-5.341344445336005,0.9019892511059359,1000,1000
ollama,ollama,prefill,short,scenario,3,True,-1.2038194068195167,0.6473071923063903,0.8909756151567138,0.08760646634516123,1.6424812065871617,-5.313227698534001,0.8912656930553634,1000,1000
