backend,backend_kind,model,model_kind,params_millions_effective,scenario,mode,n,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,tokens_per_s_median,tokens_total_median,prompt_tokens_median,gen_tokens_median,cuda_event_median_ms,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,medium,e2e_kv,3,455.9314000001298,473.9411000000473,490.368080000053,491.8282560000535,103.38837463135212,49.0,17.0,32.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,e2e_kv,3,550.7302666665055,561.0025999994832,572.8569500000958,573.9106700001503,87.34362371947142,49.0,17.0,32.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,medium,e2e_kv,3,817.4219000002267,820.4421000000366,834.3990300003952,835.6396460004271,59.72389764006237,49.0,17.0,32.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,medium,e2e_kv,3,970.3821000001275,971.6743000003588,988.8093100003063,990.3324220003016,50.428420305015685,49.0,17.0,32.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,medium,e2e_kv,3,893.5989333334268,880.8119000004808,936.2526199994136,941.1806839993187,55.630492730596906,49.0,17.0,32.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,e2e_kv,3,1452.865866666798,1462.2676000003594,1546.4968000001138,1553.983840000092,33.50959837993262,49.0,17.0,32.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,short,e2e_kv,3,461.71156666696334,465.0695000000269,471.82850000035614,472.4293000003854,88.15886657800098,41.0,9.0,32.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,e2e_kv,3,444.88410000030854,439.00030000077095,462.44539000099394,464.52939800101376,93.39401362579478,41.0,9.0,32.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,short,e2e_kv,3,998.1081666668009,998.0063999992126,1024.649010000121,1027.0172420002018,41.081900877621976,41.0,9.0,32.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,short,e2e_kv,3,901.8650333331001,928.4771999996336,929.3000699998174,929.3732139998338,44.15832720503656,41.0,9.0,32.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,short,e2e_kv,3,1214.1801333333813,1224.0232000003743,1303.2004299994696,1310.2384059993892,33.4960971327892,41.0,9.0,32.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,short,e2e_kv,3,1410.076733333426,1375.764899999922,1596.271380000053,1615.8719560000645,29.80160345710399,41.0,9.0,32.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,medium,kv_decode,3,429.47556666680003,448.7208000000464,458.39022000004655,459.24972400004657,71.31383256581083,32.0,17.0,32.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,kv_decode,3,526.1412666662485,535.4522999996334,546.2636399997791,547.2246479997921,59.76255961552861,32.0,17.0,32.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,medium,kv_decode,3,769.977400000092,773.8890999999057,785.2989400000752,786.3131480000902,41.34959388884519,32.0,17.0,32.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,medium,kv_decode,3,920.4315333334611,920.1433000002908,937.3891900002037,938.922158000196,34.77719177001005,32.0,17.0,32.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,medium,kv_decode,3,853.8276666664993,848.6370999999053,892.4945499996284,896.3929899996037,37.70751950392408,32.0,17.0,32.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,kv_decode,3,1387.142433333338,1411.1917000000176,1464.9643600001127,1469.7441520001212,22.67587033001937,32.0,17.0,32.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,short,kv_decode,3,439.83406666635955,442.27609999961714,450.6231499997739,451.3651099997878,72.35299397825861,32.0,9.0,32.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,kv_decode,3,427.0123333335505,422.54610000054527,443.0985900004998,444.9254780004958,75.73138173552827,32.0,9.0,32.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,short,kv_decode,3,953.736133333526,958.6738999996668,982.414460000382,984.5247320004455,33.37944216486036,32.0,9.0,32.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,short,kv_decode,3,865.432999999939,883.2342999999128,886.817020000035,887.1354840000458,36.23047700933168,32.0,9.0,32.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,short,kv_decode,3,1171.6234666664604,1181.5821000000142,1260.2056499994433,1267.1944099993925,27.08233308544503,32.0,9.0,32.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,short,kv_decode,3,1353.6235666668592,1323.7711000001582,1532.5824400001238,1551.1434480001208,24.17336350672422,32.0,9.0,32.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,medium,prefill,3,26.455833333329792,25.22030000000086,31.97786000000633,32.57853200000682,674.0601816790212,17.0,17.0,0.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,prefill,3,24.589000000257027,25.550299999849813,26.593310000316706,26.686022000358207,665.3542228506095,17.0,17.0,0.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,medium,prefill,3,47.444500000134816,46.55300000013085,49.10009000032005,49.32649800033687,365.1751766793164,17.0,17.0,0.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,medium,prefill,3,49.95056666666642,51.40780000010636,51.51868000007198,51.528536000068925,330.68911721499126,17.0,17.0,0.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,medium,prefill,3,39.77126666692735,42.093900000509166,44.74997999977859,44.98607599971365,403.8589914404312,17.0,17.0,0.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,prefill,3,65.72343333345998,61.17790000007517,82.5426399999742,84.44172799996522,277.878122655062,17.0,17.0,0.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,short,prefill,3,21.877500000603806,21.81020000080025,22.695080000448797,22.773736000417557,412.6509614615994,9.0,9.0,0.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,prefill,3,17.87176666675805,17.492899999524525,19.450670000423997,19.62469400050395,514.4944520488101,9.0,9.0,0.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,short,prefill,3,44.372033333274885,42.55699999976059,50.35964000044259,51.05320800050321,211.481072445206,9.0,9.0,0.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,short,prefill,3,36.432033333160994,41.26209999958519,45.66768999989108,46.05929799991827,218.11783695183905,9.0,9.0,0.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,short,prefill,3,42.55666666692074,42.441100000360166,42.99478000002637,43.043995999996696,212.0585941439695,9.0,9.0,0.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,short,prefill,3,56.45316666656678,52.37729999998919,63.72728999995161,64.73617799994827,171.83016306686022,9.0,9.0,0.0,,,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,medium,e2e_kv,3,175.51346666671938,174.93199999989884,176.77565000030881,176.93953000034526,280.1088422931673,49.0,17.0,32.0,174.83263397216797,579.755859375,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,medium,e2e_kv,3,55.665700000038974,55.922600000485545,55.922959999952575,55.9229919999052,876.2110488348997,49.0,17.0,32.0,55.78854370117188,631.08251953125,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,medium,e2e_kv,3,102.84050000003238,102.7352000000974,103.39534999930038,103.45402999922953,476.9543447616157,49.0,17.0,32.0,102.65906953811646,631.44091796875,,45.171,45.1712
hf_gpu_fp16,hf,models/gpt2-50m,hf,51.475968,medium,e2e_kv,3,145.24686666694228,140.37420000022394,156.0133200006021,157.40346400063572,349.0669937917497,49.0,17.0,32.0,140.28799390792847,316.27099609375,,51.476,51.475968
hf_gpu_fp16,hf,models/gpt2-75m,hf,74.824704,medium,e2e_kv,3,83.90676666658692,82.65179999943939,89.87412000060431,90.51610400070786,592.8485526066263,49.0,17.0,32.0,82.56921315193176,631.58984375,,74.825,74.824704
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,medium,e2e_kv,3,124.43270000009458,125.25460000006206,125.70712000010643,125.74734400011037,391.20319732748914,49.0,17.0,32.0,125.156352519989,207.6767578125,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,short,e2e_kv,3,186.4660666672838,185.06090000028053,191.7049700005009,192.2955540005205,221.5486901875969,41.0,9.0,32.0,184.91909742355347,578.58349609375,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,short,e2e_kv,3,69.06459999997121,57.64759999965463,89.76103999993938,92.6155679999647,711.2178130615262,41.0,9.0,32.0,57.50176167488098,630.2802734375,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,short,e2e_kv,3,106.9508999999016,106.81900000008682,107.20563999984734,107.24000799982605,383.826847283411,41.0,9.0,32.0,106.7191972732544,408.2998046875,,45.171,45.1712
hf_gpu_fp16,hf,models/gpt2-50m,hf,51.475968,short,e2e_kv,3,134.2219333328103,134.0954999996029,134.48105999932523,134.51533199930054,305.7522437376453,41.0,9.0,32.0,134.02611017227173,630.740234375,,51.476,51.475968
hf_gpu_fp16,hf,models/gpt2-75m,hf,74.824704,short,e2e_kv,3,87.43186666652036,88.0830999999489,88.69204000006903,88.7461680000797,465.46953956007206,41.0,9.0,32.0,88.0066556930542,557.40087890625,,74.825,74.824704
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,short,e2e_kv,3,145.53089999996396,134.99089999959324,163.91429000000244,166.4852580000388,303.7241769639549,41.0,9.0,32.0,134.88947057724,408.78564453125,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,medium,kv_decode,3,169.20790000009825,168.83140000027197,170.65398999993704,170.81599799990727,189.53820201661807,32.0,17.0,32.0,168.7889862060547,579.755859375,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,medium,kv_decode,3,53.34946666668353,53.59219999991183,53.640350000659964,53.644630000726465,597.1018170564494,32.0,17.0,32.0,53.51935958862305,631.08251953125,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,medium,kv_decode,3,98.92499999993258,98.84489999967629,99.36068999977579,99.40653799978463,323.7395151404352,32.0,17.0,32.0,98.81394958496094,631.44091796875,,45.171,45.1712
hf_gpu_fp16,hf,models/gpt2-50m,hf,51.475968,medium,kv_decode,3,138.5746000000836,134.9445000000742,146.56935000034537,147.60267000036947,237.13452567523987,32.0,17.0,32.0,134.90789794921875,316.27099609375,,51.476,51.475968
hf_gpu_fp16,hf,models/gpt2-75m,hf,74.824704,medium,kv_decode,3,80.107599999792,79.42389999971056,85.10587000000669,85.61093400003301,402.9013936625703,32.0,17.0,32.0,79.3855972290039,631.58984375,,74.825,74.824704
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,medium,kv_decode,3,119.69513333330421,120.33010000004651,121.11309999991136,121.18269999989934,265.9351234644335,32.0,17.0,32.0,120.30054473876952,207.6767578125,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,short,kv_decode,3,179.30950000027224,178.57470000035391,183.2636099999036,183.68040199986356,179.1967171157873,32.0,9.0,32.0,178.48828125,578.58349609375,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,short,kv_decode,3,65.88780000007925,54.03870000009192,86.14979999974821,89.00411999971766,592.1682053777305,32.0,9.0,32.0,53.96076965332031,630.2802734375,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,short,kv_decode,3,102.88763333331492,102.73229999984324,103.21271999991949,103.25542399992626,311.4891811051522,32.0,9.0,32.0,102.70207977294922,408.2998046875,,45.171,45.1712
