backend,backend_kind,model,model_kind,params_millions_effective,mode,n_scenarios,latency_geomean_ms,latency_median_of_medians_ms,tokens_per_s_geomean,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,e2e_kv,2,469.4843452198219,469.5053000000371,95.47042434619087,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,e2e_kv,2,496.2663697058119,500.0014500001271,90.31816862504799,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,e2e_kv,2,904.8792552759896,909.2242499996246,49.533536547215,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,e2e_kv,2,949.83021292015,950.0757499999962,47.18934926720215,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,e2e_kv,2,1038.3324132651348,1052.4175500004276,43.167167941028936,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,e2e_kv,2,1418.356950308215,1419.0162500001406,31.601262046405147,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,kv_decode,2,445.4867960026747,445.4984499998318,71.83153414901186,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,kv_decode,2,475.66088876548093,478.99920000008933,67.27481858567782,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,kv_decode,2,861.3403982538732,866.2814999997863,37.15139805920055,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,kv_decode,2,901.4999298254916,901.6888000001018,35.496397660501664,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,kv_decode,2,1001.3662700310064,1015.1095999999598,31.95633901170763,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,kv_decode,2,1366.7826414686854,1367.481400000088,23.412647358188714,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,prefill,2,23.45335342931158,23.515250000400556,527.4007793441607,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,prefill,2,21.14116465228972,21.52159999968717,585.0820936448887,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,prefill,2,44.510178847028044,44.55499999994572,277.8986109978052,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,prefill,2,46.056419578198486,46.334949999845776,268.5687899783724,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,prefill,2,42.26714349618116,42.267500000434666,292.6461514478863,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,prefill,2,56.606830168039544,56.77760000003218,218.5127985462918,,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,e2e_kv,2,179.9251882278586,179.99645000008968,249.11392397859922,579.169677734375,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,e2e_kv,2,56.77854943346721,56.78510000007009,789.4155470553536,630.681396484375,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,e2e_kv,2,104.75720179930035,104.7771000000921,427.86432715053024,519.870361328125,,45.171,45.1712
hf_gpu_fp16,hf,models/gpt2-50m,hf,51.475968,e2e_kv,2,137.19893780957014,137.23484999991342,326.6925413390735,473.505615234375,,51.476,51.475968
hf_gpu_fp16,hf,models/gpt2-75m,hf,74.824704,e2e_kv,2,85.32424488107938,85.36744999969414,525.3122336388727,594.495361328125,,74.825,74.824704
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,e2e_kv,2,130.03165454264362,130.12274999982765,344.69967962555364,308.231201171875,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,kv_decode,2,173.63472177444334,173.70305000031294,184.2949363639892,579.169677734375,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,kv_decode,2,53.81498692873724,53.815450000001874,594.6298945008562,630.681396484375,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,kv_decode,2,100.76985620819964,100.78859999975975,317.55528095510084,519.870361328125,,45.171,45.1712
hf_gpu_fp16,hf,models/gpt2-50m,hf,51.475968,kv_decode,2,132.13668871586395,132.16589999979078,242.17346681670085,473.505615234375,,51.476,51.475968
hf_gpu_fp16,hf,models/gpt2-75m,hf,74.824704,kv_decode,2,81.97192788142215,82.01279999980216,390.37754542372284,594.495361328125,,74.825,74.824704
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,kv_decode,2,124.96306065965746,125.05224999995335,256.07567413184165,308.231201171875,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,prefill,2,6.302498615826808,6.305100000190578,1962.6052508430869,579.169677734375,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,prefill,2,2.90028000698452,2.969849999772123,4264.869890860504,630.681396484375,,25.016,25.016064
