backend,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu,270,109.66966370371867,99.07815000042318,29.620967601940112,89.12000000009357,245.47389999997904,132.89024999999125,198.4218400001963,221.10994299993763
transformers-gpu-compile,270,134.93448370371948,110.92189999976654,48.54377789202298,96.62969999999405,289.77460000032806,227.08920999948532,243.5377899999139,260.12932500041643
