backend,model,scenario,mode,warmup_n,warmup_median_ms,measured_n,measured_median_ms,warmup_to_measured_ratio,warmup_minus_measured_ms
hf_cpu_fp32,models/gpt2-100m,medium,e2e_kv,1,1208.0979999996089,3,1231.2485000002198,0.9811975405447343,-23.15050000061092
hf_cpu_fp32,models/gpt2-25m,medium,e2e_kv,1,471.8453999998928,3,351.09190000002855,1.3439370147811853,120.75349999986423
hf_cpu_fp32,models/gpt2-100m,micro,e2e_kv,1,1570.3238999999485,3,1561.7317999999614,1.0055016488746578,8.592099999987113
hf_cpu_fp32,models/gpt2-25m,micro,e2e_kv,1,437.5608000000284,3,449.5203000001311,0.9733949723736631,-11.959500000102707
hf_cpu_fp32,models/gpt2-100m,short,e2e_kv,1,1220.6372999999076,3,1045.7507999999507,1.1672353489951575,174.88649999995687
hf_cpu_fp32,models/gpt2-25m,short,e2e_kv,1,456.19940000005954,3,435.9527000001435,1.046442423684747,20.246699999916018
hf_cpu_fp32,models/gpt2-100m,medium,kv_decode,1,1150.765499999579,3,1177.994900000158,0.9768849593486566,-27.229400000578835
hf_cpu_fp32,models/gpt2-25m,medium,kv_decode,1,422.55729999988034,3,336.119300000064,1.2571646436244508,86.43799999981633
hf_cpu_fp32,models/gpt2-100m,micro,kv_decode,1,1512.4892999997428,3,1506.0277000002316,1.0042904921333853,6.461599999511236
hf_cpu_fp32,models/gpt2-25m,micro,kv_decode,1,426.55620000005,3,437.4606000001222,0.9750734123254319,-10.9044000000722
hf_cpu_fp32,models/gpt2-100m,short,kv_decode,1,1034.614799999872,3,995.5934999998136,1.0391940083980717,39.02130000005843
hf_cpu_fp32,models/gpt2-25m,short,kv_decode,1,434.69750000031127,3,418.783699999949,1.0380000463254997,15.913800000362244
hf_cpu_fp32,models/gpt2-100m,medium,prefill,1,57.33250000002954,3,53.25360000006185,1.0765938828541723,4.078899999967689
hf_cpu_fp32,models/gpt2-25m,medium,prefill,1,49.28810000001249,3,14.972599999964586,3.2918865127051458,34.315500000047905
hf_cpu_fp32,models/gpt2-100m,micro,prefill,1,57.83460000020568,3,55.704099999729806,1.038246735886339,2.1305000004758767
hf_cpu_fp32,models/gpt2-25m,micro,prefill,1,11.004599999978382,3,13.55459999967934,0.8118719844361852,-2.549999999700958
hf_cpu_fp32,models/gpt2-100m,short,prefill,1,186.0225000000355,3,44.92660000005344,4.140587090939761,141.09589999998207
hf_cpu_fp32,models/gpt2-25m,short,prefill,1,21.501899999748275,3,17.726300000049378,1.2129942514618606,3.7755999996988976
hf_gpu_fp16,models/gpt2-100m,medium,e2e_kv,1,322.4341000000095,3,314.1052999999374,1.0265159486327475,8.328800000072079
hf_gpu_fp16,models/gpt2-25m,medium,e2e_kv,1,1536.797000000206,3,144.19889999999214,10.657480743613785,1392.598100000214
hf_gpu_fp16,models/gpt2-100m,micro,e2e_kv,1,249.7593999996752,3,132.94769999947675,1.8786289646278813,116.81170000019844
