backend,backend_kind,mode,scenario,aggregation,n_models,ok,log10_intercept,slope,r2,slope_ci_low,slope_ci_high,log10_intercept_ci_low,log10_intercept_ci_high,boot_n_used,boot_n_requested
hf_cpu_fp32,hf,e2e_kv,__all__,geomean_across_scenarios,6,True,2.6644482050417126,0.3353774627813377,0.8740878516983486,0.25182510916298234,0.6080976760925346,2.1729014434169196,2.76086045163097,1000,1000
hf_cpu_fp32,hf,e2e_kv,medium,scenario,6,True,2.6722585485140575,0.3298026251653587,0.8623403828928778,0.24620632244335844,0.6393118652706209,2.121300473831953,2.776107754945036,1000,1000
hf_cpu_fp32,hf,e2e_kv,short,scenario,6,True,2.656637861569369,0.34095230039731567,0.8121427178317617,0.24543237185784814,0.6341974129310551,2.1120181213198537,2.7891523558050375,1000,1000
hf_cpu_fp32,hf,kv_decode,__all__,geomean_across_scenarios,6,True,2.6514534663991096,0.33744458789081777,0.8762309996633669,0.25445374199591264,0.6110146306796259,2.158818317985315,2.7472682670880384,1000,1000
hf_cpu_fp32,hf,kv_decode,medium,scenario,6,True,2.6627569874077306,0.3293905627590547,0.8634213002977479,0.24690619373856118,0.6352069013352759,2.115343219257453,2.7650790091012474,1000,1000
hf_cpu_fp32,hf,kv_decode,short,scenario,6,True,2.6401499453904873,0.3454986130225815,0.8145865207511296,0.25121829058989403,0.6406444687996611,2.0918729641484712,2.77590202954616,1000,1000
hf_cpu_fp32,hf,prefill,__all__,geomean_across_scenarios,6,True,1.1015463892855681,0.26665535070368107,0.7870286102829023,0.16539789714816575,0.6551560256963515,0.40917983723039797,1.2224508221064139,1000,1000
hf_cpu_fp32,hf,prefill,medium,scenario,6,True,1.0744951211139013,0.2973281584013078,0.622537957822991,0.11564307741630386,1.093145901645658,-0.3613640664301525,1.2688761354313178,1000,1000
hf_cpu_fp32,hf,prefill,short,scenario,6,True,1.128597657457234,0.23598254300605467,0.8053626403389722,0.14264679020318874,0.4476543330303756,0.7637108827316567,1.311278070240245,1000,1000
hf_gpu_fp16,hf,e2e_kv,__all__,geomean_across_scenarios,6,True,2.7724397099638405,-0.23820658264348324,0.3144862831199611,-0.4677159088691459,0.5735480273851395,1.4061079386806792,3.02505735670244,1000,1000
hf_gpu_fp16,hf,e2e_kv,medium,scenario,6,True,2.697360193734171,-0.20134300788121096,0.555752735572981,-0.3413170922154826,0.13529954352535942,2.136438200013416,2.8776885011951525,1000,1000
hf_gpu_fp16,hf,e2e_kv,short,scenario,6,True,2.8475192261935045,-0.2750701574057533,0.19879014900052738,-0.6184298890342081,1.0251930019591853,0.637336045814819,3.236161737695563,1000,1000
hf_gpu_fp16,hf,kv_decode,__all__,geomean_across_scenarios,6,True,2.767566113631242,-0.24115936189616863,0.32043812084915546,-0.4703490394191982,0.5757078669154135,1.3930735882658538,3.0200824851782118,1000,1000
hf_gpu_fp16,hf,kv_decode,medium,scenario,6,True,2.692703701501721,-0.20480815854568543,0.5699357100987239,-0.34133496232163324,0.1294074281898898,2.122261138193603,2.8663131153857586,1000,1000
hf_gpu_fp16,hf,kv_decode,short,scenario,6,True,2.8424285257607607,-0.27751056524665046,0.20091951302201816,-0.6211718129614101,1.0221231925621301,0.6323853154440947,3.2316949276142557,1000,1000
hf_gpu_fp16,hf,prefill,__all__,geomean_across_scenarios,6,True,1.0468407013681884,-0.2178858877258002,0.3009707713492863,-0.4337467728510329,0.6396790312291624,-0.41517416323309764,1.2812803718246242,1000,1000
hf_gpu_fp16,hf,prefill,medium,scenario,6,True,0.9561810515606335,-0.17552771670627243,0.6405227809890834,-0.40628436504643184,0.05943952466263158,0.5191513145521363,1.3033304404157213,1000,1000
hf_gpu_fp16,hf,prefill,short,scenario,6,True,1.1375003511757436,-0.26024405874532824,0.16094399877931964,-0.6391414380025847,1.174581285850742,-1.3921548915122104,1.5547235062822715,1000,1000
ollama,ollama,e2e_kv,__all__,geomean_across_scenarios,3,True,0.41130598786292166,0.691113731810471,0.9189523613595627,0.3696658317556889,1.5931684604224137,-3.31358144704184,1.7845696802006588,1000,1000
ollama,ollama,e2e_kv,medium,scenario,3,True,0.3752820441687463,0.7020035723774946,0.9203949185103787,0.3702994145984859,1.609369136390815,-3.371535616727824,1.7905872404163554,1000,1000
ollama,ollama,e2e_kv,short,scenario,3,True,0.4473299315570972,0.6802238912434472,0.9174536520434865,0.36903224891289194,1.5769677844540129,-3.255627277355858,1.7785521199849612,1000,1000
ollama,ollama,kv_decode,__all__,geomean_across_scenarios,3,True,0.4036983237567987,0.6911752937830069,0.9192987236228494,0.368781095702228,1.5912110441509695,-3.312852070773573,1.780706206017066,1000,1000
ollama,ollama,kv_decode,medium,scenario,3,True,0.368133907132513,0.7019472981614743,0.9206820591123337,0.36940961198839023,1.6074610778799403,-3.371037113451366,1.786714946109865,1000,1000
ollama,ollama,kv_decode,short,scenario,3,True,0.4392627403810898,0.6804032894045381,0.9178623764464329,0.3681525794160657,1.5749610104219958,-3.2546670280957666,1.7746974659242665,1000,1000
ollama,ollama,prefill,__all__,geomean_across_scenarios,3,True,-1.4019976996331271,0.7012164921182381,0.9071397394476665,0.07364641390092787,1.6872454188188009,-5.473642848227638,0.9077520908201469,1000,1000
ollama,ollama,prefill,medium,scenario,3,True,-1.3741058523870042,0.6977039945711047,0.906018850386547,0.0776519658088871,1.685307563388886,-5.452253228009277,0.9142609914600452,1000,1000
ollama,ollama,prefill,short,scenario,3,True,-1.4298895468792505,0.7047289896653716,0.9082448567753292,0.06964086199296864,1.6891832742487158,-5.495032468446002,0.9012431901802487,1000,1000
