backend,backend_kind,model,model_kind,params_millions_effective,scenario,mode,n,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,tokens_per_s_median,tokens_total_median,prompt_tokens_median,gen_tokens_median,cuda_event_median_ms,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,medium,e2e_kv,3,908.7280000000343,904.7601000011128,937.3447799995118,940.2411959993696,89.52649437116024,81.0,17.0,64.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,e2e_kv,3,1074.526500000199,1085.894300000291,1089.4816100001663,1089.8004820001552,74.59289545951047,81.0,17.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,medium,e2e_kv,3,1477.3781666666157,1479.7144000003757,1635.2387199999612,1649.0631039999244,54.74029312682194,81.0,17.0,64.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,medium,e2e_kv,3,1790.0608666671662,1749.2672000007587,1906.336820000433,1920.298564000404,46.30510421733448,81.0,17.0,64.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,medium,e2e_kv,3,2074.735333332986,2105.605299999297,2120.8934199995383,2122.2523639995597,38.46874815523452,81.0,17.0,64.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,e2e_kv,3,2446.472033333521,2397.452800000792,2586.2258199996177,2603.0056439995133,33.78585805734037,81.0,17.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,short,e2e_kv,3,865.7052666670401,869.24050000016,894.6090700004788,896.8640540005072,83.98136073961875,73.0,9.0,64.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,e2e_kv,3,1095.605099999678,1095.51939999983,1106.3360499994815,1107.2975299994505,66.63505913269206,73.0,9.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,short,e2e_kv,3,1959.5723666667861,1961.8241999996824,1961.8727999997645,1961.8771199997718,37.21026583320351,73.0,9.0,64.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,short,e2e_kv,3,1448.6185333335015,1386.6846000000803,1556.8099800004347,1571.9322360004662,52.64354994639427,73.0,9.0,64.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,short,e2e_kv,3,2020.3250666669799,2090.946199999962,2096.038400000816,2096.491040000892,34.91242385863458,73.0,9.0,64.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,short,e2e_kv,3,2385.2029666665353,2426.4526999995724,2610.0712399997064,2626.3928879997184,30.085070275638536,73.0,9.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,medium,kv_decode,3,884.6090000000307,883.6300000002666,910.0710999999136,912.4214199998822,72.42850514353371,64.0,17.0,64.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,kv_decode,3,1050.887966666778,1061.5764000003765,1064.539650000006,1064.8030499999732,60.28770044245266,64.0,17.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,medium,kv_decode,3,1448.2838999999028,1444.939400000294,1607.7472399996623,1622.2190479996061,44.29251496636259,64.0,17.0,64.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,medium,kv_decode,3,1754.3863666666464,1716.3441000002422,1870.6559399997786,1884.3725479997374,37.28856002708954,64.0,17.0,64.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,medium,kv_decode,3,2026.8121333331994,2055.5489999997008,2078.8664699997757,2080.9391339997824,31.13523443129272,64.0,17.0,64.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,kv_decode,3,2390.0233000000903,2333.604700000251,2539.6956100000357,2558.0148020000165,27.42538185665855,64.0,17.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,short,kv_decode,3,843.5387000002569,843.303399999968,873.189160000311,875.8456720003414,75.89202178006448,64.0,9.0,64.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,kv_decode,3,1071.0479999997915,1069.5580999999947,1081.6491499997028,1082.7239099996768,59.83779656289856,64.0,9.0,64.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,short,kv_decode,3,1920.32813333329,1923.249399999804,1923.947799999678,1924.0098799996667,33.27701545104161,64.0,9.0,64.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,short,kv_decode,3,1416.5239999999055,1356.4453999997568,1521.4557200003583,1536.1233040004117,47.182142384803306,64.0,9.0,64.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,short,kv_decode,3,1985.1099000000734,2057.796000000053,2059.968060000483,2060.1611320005213,31.10123646853155,64.0,9.0,64.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,short,kv_decode,3,2339.105933333182,2383.111099999951,2551.618909999979,2566.5973819999817,26.855651001752,64.0,9.0,64.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,medium,prefill,3,24.119000000003627,23.270599999705155,27.487729999484145,27.8625859994645,730.535525522135,17.0,17.0,0.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,medium,prefill,3,23.638533333420735,24.31789999991452,24.94196000016018,24.997432000182016,699.0735219759831,17.0,17.0,0.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,medium,prefill,3,29.094266666713036,26.682200000323064,33.96572000010565,34.61314400008632,637.1288724240942,17.0,17.0,0.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,medium,prefill,3,35.674500000520005,35.987300000670075,37.90052000040305,38.07058400037931,472.3888705094148,17.0,17.0,0.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,medium,prefill,3,47.92319999978645,50.056299999596376,52.326279999942926,52.52805599997373,339.61759059573075,17.0,17.0,0.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,medium,prefill,3,56.44873333343033,60.892100000273786,63.552500000514556,63.78898000053596,279.18235698758235,17.0,17.0,0.0,,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,short,prefill,3,22.166566666783183,20.918000000165197,25.435190000189323,25.836718000191468,430.2514580709879,9.0,9.0,0.0,,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,short,prefill,3,24.557099999886606,24.5452999997724,25.819699999829027,25.93297999983406,366.668975326578,9.0,9.0,0.0,,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,short,prefill,3,39.24423333349599,38.57479999987845,41.03207000043767,41.25049400048738,233.31294005486376,9.0,9.0,0.0,,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,short,prefill,3,32.0945333335961,30.239200000323763,35.354260000076465,35.80893200005448,297.626921343939,9.0,9.0,0.0,,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,short,prefill,3,35.21516666690635,36.10050000042975,36.365370000385155,36.38891400038119,249.30402625705636,9.0,9.0,0.0,,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,short,prefill,3,46.097033333353465,43.341599999621394,58.452329999727226,59.79550599973663,207.65269394943007,9.0,9.0,0.0,,,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,medium,e2e_kv,3,391.4431666668558,386.6617000003316,403.8877900004991,405.41899800051397,209.48544942498967,81.0,17.0,64.0,386.5535960197449,579.873046875,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,medium,e2e_kv,3,232.80479999993986,226.64020000047455,254.6812300003694,257.17376600036005,357.3946722595126,81.0,17.0,64.0,226.4425549507141,631.22314453125,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,medium,e2e_kv,3,211.31940000001728,211.45100000012465,211.98173000020685,212.02890600021416,383.0674718963365,81.0,17.0,64.0,211.33619022369385,631.81591796875,,45.171,45.1712
hf_gpu_fp16,hf,models/gpt2-50m,hf,51.475968,medium,e2e_kv,3,276.3303666661159,266.94379999935336,292.5014599996757,294.77325199970437,303.43465553497106,81.0,17.0,64.0,266.83999586105347,316.77099609375,,51.476,51.475968
hf_gpu_fp16,hf,models/gpt2-75m,hf,74.824704,medium,e2e_kv,3,163.75090000049872,162.0944000005693,168.59914999995453,169.1773499998999,499.70881165367535,81.0,17.0,64.0,162.01286125183103,632.05859375,,74.825,74.824704
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,medium,e2e_kv,3,251.92040000032043,252.8507000006357,254.0605700004562,254.16811400044026,320.347145567706,81.0,17.0,64.0,252.741473197937,208.4267578125,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,short,e2e_kv,3,751.3315666671284,714.2906000008225,859.9367000005259,872.8830200004995,102.19930095666378,73.0,9.0,64.0,714.1805152893066,578.70068359375,,5.037,5.03672
