backend,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu-compile,270,0.21849213334193068,0.20409899980222684,0.050802311664332966,0.1544669999020698,0.495681999836961,0.28838199978054035,0.3180195500590344,0.39366702997540415
transformers-gpu,270,2.426325833328991,2.271779500233606,0.6166560262449196,1.7779869999685616,8.231458999944152,2.8601289999642177,3.3339832999445203,4.943707319853274
