backend,quantization,scenario,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p90,p95,p99
transformers-gpu-compile,fp32,single_long,60,0.24377495002075497,0.22017199989932118,0.06233348847502413,0.185659000180749,0.4510389999268227,0.3370263998931478,0.373407849860996,0.4297742199742059
transformers-gpu,fp32,single_long,60,2.769593816704704,2.4280304999138025,1.0547842497906483,1.9241869999859773,8.231458999944152,4.158407500244722,4.832265400386858,6.533072609922773
transformers-gpu-compile,fp32,single_medium,60,0.22130645005139135,0.20409899980222684,0.04173730913939222,0.1780519996827934,0.3259029999753693,0.2921004000654648,0.31347730007382774,0.3215600100247684
transformers-gpu,fp32,single_medium,60,2.3304703500116375,2.28973750017758,0.2183773645281563,2.0095559998480894,3.2179600002564257,2.5136870001006173,2.6001663502938754,3.147960630017223
transformers-gpu-compile,fp32,single_micro,60,0.1913691999864871,0.17178649977722665,0.040115541476633904,0.1544669999020698,0.3253009999752976,0.2532540001084271,0.2732298501996411,0.305309439972916
transformers-gpu,fp32,single_micro,60,2.4865261999745294,2.3065579998728936,0.5504025498298172,1.897516000099131,4.888101999767969,3.219715300019743,3.350802950149044,4.279714649851481
transformers-gpu-compile,fp32,single_short,60,0.20861176663705314,0.202616999786187,0.025656867920788536,0.1808329998311819,0.3101439997408306,0.23671650010328446,0.2506461999473685,0.2972554497455348
transformers-gpu,fp32,single_short,60,2.2461687666388266,2.238441999679708,0.18425368955098423,1.7779869999685616,2.6574479998089373,2.486246299758932,2.5432108497170702,2.626634659686715
transformers-gpu-compile,fp32,stress_single,30,0.2363044666860029,0.21192350004639587,0.0669809758008598,0.1923849999911908,0.495681999836961,0.30440180021287233,0.36034379993452587,0.4633185798729756
transformers-gpu,fp32,stress_single,30,2.171414233301524,2.1381340000061755,0.2769154375177413,1.8584990002636916,3.329986999688117,2.3387647002891754,2.5689127999612533,3.1336758497536725
