scenario,prompt_set,backend,model,quantization,latency_ms,cuda_event_ms,ttft_ms,tokens,tokens_per_s,status,error
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.8044399985228665,1.7008639574050903,1.8044399985228665,1,554.1885575683373,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,2.0378520002850564,1.9167040586471558,2.0378520002850564,1,490.712770044203,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.8766070006677182,1.7680959701538086,1.8766070006677182,1,532.8766223531024,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.8727810002019396,1.7649919986724854,1.8727810002019396,1,533.9652633661765,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.832478999858722,1.7279679775238037,1.832478999858722,1,545.7088458187496,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7896860008477233,1.6864320039749146,1.7896860008477233,1,558.7572342446264,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.775289998477092,1.6621760129928589,1.775289998477092,1,563.2882519801476,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.8509640012780437,1.7467199563980103,1.8509640012780437,1,540.2590214123696,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.8463470005372074,1.7421760559082031,1.8463470005372074,1,541.6100005627561,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7654600014793687,1.65830397605896,1.7654600014793687,1,566.4246140734139,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.747850999890943,1.6462080478668213,1.747850999890943,1,572.1311485146016,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.8086300005961675,1.7036479711532593,1.8086300005961675,1,552.9046845791435,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7079769986594329,1.6084480285644531,1.7079769986594329,1,585.4879783421475,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.794540999981109,1.6900479793548584,1.794540999981109,1,557.2455575049703,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7874969998956658,1.6765120029449463,1.7874969998956658,1,559.4414983960079,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7868759987322846,1.6859840154647827,1.7868759987322846,1,559.6359236508068,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7749010003171861,1.6635839939117432,1.7749010003171861,1,563.4117056789611,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.8489080011931947,1.7439039945602417,1.8489080011931947,1,540.8597936482772,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7718819999572588,1.6709760427474976,1.7718819999572588,1,564.3716681043783,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.759959999617422,1.6528960466384888,1.759959999617422,1,568.1947318219612,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.791851000234601,1.6875519752502441,1.791851000234601,1,558.0821172458387,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.826763000281062,1.724768042564392,1.826763000281062,1,547.4163861683985,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.8773530009639217,1.7728639841079712,1.8773530009639217,1,532.6648741534239,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7365149997203844,1.6372159719467163,1.7365149997203844,1,575.8660306193849,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7312889995082514,1.6321920156478882,1.7312889995082514,1,577.6043169476824,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7252710003958782,1.6238399744033813,1.7252710003958782,1,579.6190857961105,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7457230005675228,1.643712043762207,1.7457230005675228,1,572.8285642538402,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.8117429990525125,1.7074240446090698,1.8117429990525125,1,551.95466494032,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7729159990267362,1.6709439754486084,1.7729159990267362,1,564.0425155782689,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7435009995097062,1.6251519918441772,1.7435009995097062,1,573.5586043720149,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7666410003585042,1.666368007659912,1.7666410003585042,1,566.0459594207709,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7446460005885456,1.6387840509414673,1.7446460005885456,1,573.1821811775318,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7221190009877319,1.6221439838409424,1.7221190009877319,1,580.679964291924,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7318170012003975,1.6322879791259766,1.7318170012003975,1,577.4282151675706,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.740570000038133,1.6372159719467163,1.740570000038133,1,574.5244373843578,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7812850001064362,1.678879976272583,1.7812850001064362,1,561.392477868644,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.6950450008152984,1.596735954284668,1.6950450008152984,1,589.9548386733159,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7337909994239453,1.632256031036377,1.7337909994239453,1,576.7707874433836,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7225999999936903,1.623136043548584,1.7225999999936903,1,580.5178218992586,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.8104829996445915,1.7085440158843994,1.8104829996445915,1,552.338795888338,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7450010000175098,1.6452480554580688,1.7450010000175098,1,573.0655741687058,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.8028320009761956,1.6573760509490967,1.8028320009761956,1,554.6828542307442,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.823653999963426,1.7183680534362793,1.823653999963426,1,548.3496321232292,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7909630005306099,1.6883519887924194,1.7909630005306099,1,558.3588269013538,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7276399994443636,1.6204479932785034,1.7276399994443636,1,578.8242922840498,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7655669998930534,1.6635839939117432,1.7655669998930534,1,566.390287120553,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7610529994271928,1.6469759941101074,1.7610529994271928,1,567.842081030647,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7553709985804744,1.6563520431518555,1.7553709985804744,1,569.6801421515312,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7760160008037928,1.674623966217041,1.7760160008037928,1,563.0579902137245,ok,
single_micro,micro,transformers-gpu,models/gpt2-25m:fp32,fp32,1.7564779991516843,1.6550400257110596,1.7564779991516843,1,569.3211076272883,ok,
