backend,backend_kind,batch_size,mode,aggregation,fit,n_models,ok,a_ms,b_ms_per_million_params,r2,overhead_fraction_at_min_model,overhead_fraction_at_max_model,b,s
hf_cpu_fp32,hf,1,e2e_kv,geomean_across_scenarios,lat = a + b*P,6,True,841.2710506926926,15.359252857514527,0.7746298265848188,0.9157874813491867,0.3630681863223189,,
hf_cpu_fp32,hf,1,e2e_kv,geomean_across_scenarios,lat = a + b*P^s,6,True,1079.2047958241824,,0.8892320443308604,0.9963503903632519,0.4286046049200327,0.1558269496414791,1.9999999999998535
hf_cpu_fp32,hf,1,kv_decode,geomean_across_scenarios,lat = a + b*P,6,True,833.2983480488577,15.169297408601315,0.7745598301323003,0.9160125886281486,0.3637442701418199,,
hf_cpu_fp32,hf,1,kv_decode,geomean_across_scenarios,lat = a + b*P^s,6,True,1068.247038625836,,0.8892974490770447,0.9963582261818852,0.4291329906608478,0.1539123748566738,1.9999999999999964
hf_cpu_fp32,hf,1,prefill,geomean_across_scenarios,lat = a + b*P,6,True,9.075843431942719,0.14832843771966991,0.7584604572422399,0.9239444200042106,0.3890457430570858,,
hf_cpu_fp32,hf,1,prefill,geomean_across_scenarios,lat = a + b*P^s,6,True,11.461647062362715,,0.8406428841164952,0.9967378397806819,0.45637936988746114,0.001478685301458113,1.9999999999469436
hf_gpu_fp16,hf,1,e2e_kv,geomean_across_scenarios,lat = a + b*P,6,True,570.5598423435841,-1.3125361111781348,0.049164061812157045,1.0117224736399346,1.2837711759997612,,
hf_gpu_fp16,hf,1,e2e_kv,geomean_across_scenarios,lat = a + b*P^s,6,True,505.22069017833,,1.1102230246251565e-16,0.9995360173031116,0.9995360173031116,0.23452247272212992,5.0455295609566843e-23
hf_gpu_fp16,hf,1,kv_decode,geomean_across_scenarios,lat = a + b*P,6,True,565.5872978638215,-1.3109009407679508,0.04988116257298658,1.0118118465420285,1.2865220604810708,,
hf_gpu_fp16,hf,1,kv_decode,geomean_across_scenarios,lat = a + b*P^s,6,True,499.5550275495698,,0.0,0.9979847750507828,0.9979847750507828,1.0087486103919614,1.2012394746936759e-23
hf_gpu_fp16,hf,1,prefill,geomean_across_scenarios,lat = a + b*P,6,True,4.951932155848342,-0.002750954695476069,0.003194972029988752,1.0028059081114078,1.0563902111445618,,
hf_gpu_fp16,hf,1,prefill,geomean_across_scenarios,lat = a + b*P^s,6,True,4.815478704844438,,-1.2656542480726785e-14,0.9999999686911608,0.9999999686911448,1.5076701089087524e-07,1.736752581033528e-07
ollama,ollama,1,e2e_kv,geomean_across_scenarios,lat = a + b*P,3,True,-273.7458003242612,0.3193419581549011,0.967724477629689,,-0.04276943241993742,,
ollama,ollama,1,e2e_kv,geomean_across_scenarios,lat = a + b*P^s,3,True,254.87473653431434,,1.0,0.9814417706611769,0.038342171204309335,0.0004730109048016239,1.650592140630438
ollama,ollama,1,kv_decode,geomean_across_scenarios,lat = a + b*P,3,True,-271.10403846076497,0.3165622148614526,0.9677681366605542,,-0.04272688136342204,,
ollama,ollama,1,kv_decode,geomean_across_scenarios,lat = a + b*P^s,3,True,252.59119303961253,,1.0,0.9813855374310743,0.03833180201602123,0.0004719142815876187,1.6499490131679424
ollama,ollama,1,prefill,geomean_across_scenarios,lat = a + b*P,3,True,-2.694347681531018,0.0027793702091907747,0.959797285736987,,-0.04863927254465454,,
ollama,ollama,1,prefill,geomean_across_scenarios,lat = a + b*P^s,3,True,2.3937437908177333,,1.0,0.9896704510920942,0.041412533176528626,1.2676604067179e-06,1.7685916592509787
