backend,backend_kind,batch_size,model,model_kind,params_millions_effective,mode,n_scenarios,latency_geomean_ms,latency_median_of_medians_ms,tokens_per_s_geomean,tokens_per_s_compute_geomean,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,e2e_kv,2,1271.230131811459,1272.3770999991757,110.87154675170646,110.87154675170646,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,e2e_kv,2,908.0745042671678,908.4001999990505,155.21110914247694,155.21110914247694,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,e2e_kv,2,1394.694320782191,1396.1571500012724,101.0567325693752,101.0567325693752,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,e2e_kv,2,1683.3042085818734,1684.4501000005039,83.73011263962333,83.73011263962333,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,e2e_kv,2,1769.9418671836797,1770.0355500010119,79.6315707337779,79.6315707337779,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,e2e_kv,2,2591.494223591186,2594.090000000506,54.38686673821664,54.38686673821664,,,96.088,96.08832
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,kv_decode,2,1258.28534567079,1259.4592499999635,101.72573370610418,101.72573370610418,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,kv_decode,2,899.3326004810413,899.6517999994467,142.32776609180465,142.32776609180465,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,kv_decode,2,1378.5821939729806,1380.0989500005016,92.84901586543252,92.84901586543252,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,kv_decode,2,1665.2245630721634,1666.2401000003229,76.86650968194557,76.86650968194557,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,kv_decode,2,1751.2711888930914,1751.340750000054,73.08976520130143,73.08976520130143,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,kv_decode,2,2561.6739418060024,2564.02960000014,49.967327188314584,49.967327188314584,,,96.088,96.08832
hf_cpu_fp32,hf,1,models/gpt2-5m,hf,5.03672,prefill,2,13.220158061134967,13.22020000043267,935.6406193974852,935.6406193974852,,,5.037,5.03672
hf_cpu_fp32,hf,1,models/gpt2-25m,hf,25.016064,prefill,2,8.740989792527413,8.748399999603862,1415.0933899302102,1415.0933899302102,,,25.016,25.016064
hf_cpu_fp32,hf,1,models/gpt2-45m,hf,45.1712,prefill,2,15.422601983267972,15.450000000782893,802.025293155623,802.025293155623,,,45.171,45.1712
hf_cpu_fp32,hf,1,models/gpt2-50m,hf,51.475968,prefill,2,17.617143503086474,18.013900000369176,702.118188154959,702.118188154959,,,51.476,51.475968
hf_cpu_fp32,hf,1,models/gpt2-75m,hf,74.824704,prefill,2,18.094608836746175,18.302649999895948,683.5912833735106,683.5912833735106,,,74.825,74.824704
hf_cpu_fp32,hf,1,models/gpt2-100m,hf,96.08832,prefill,2,25.504026190074914,25.803149999774178,484.9946743572042,484.9946743572042,,,96.088,96.08832
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,e2e_kv,2,812.374016176851,812.895999997636,173.49551830154704,173.49551830154704,579.521240234375,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,e2e_kv,2,240.74342684698368,240.76014999900508,585.4500487811674,585.4500487811674,631.103271484375,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,e2e_kv,2,439.482634673799,439.4850500011671,320.70266233824157,320.70266233824157,520.995361328125,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,e2e_kv,2,586.9441581185743,586.9781000010335,240.1305968238955,240.1305968238955,475.005615234375,,51.476,51.475968
hf_gpu_fp16,hf,1,models/gpt2-75m,hf,74.824704,e2e_kv,2,397.00034304229143,398.86535000005097,355.0204765850739,355.0204765850739,595.901611328125,,74.825,74.824704
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,e2e_kv,2,556.1866970478134,556.2309499991898,253.4099642070289,253.4099642070289,310.481201171875,,96.088,96.08832
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,kv_decode,2,805.2772839401717,805.7955499989475,158.95146001598852,158.95146001598852,579.521240234375,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,kv_decode,2,238.29710239599981,238.31109999900943,537.1445926660525,537.1445926660525,631.103271484375,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,kv_decode,2,435.3752919504637,435.3779500006567,293.9992286345999,293.9992286345996,520.995361328125,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,kv_decode,2,581.1267850066913,581.1687000004895,220.26174546149375,220.26174546149375,475.005615234375,,51.476,51.475968
hf_gpu_fp16,hf,1,models/gpt2-75m,hf,74.824704,kv_decode,2,393.0284513522246,394.9147000002995,325.67616812373916,325.67616812373916,595.901611328125,,74.825,74.824704
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,kv_decode,2,550.2777423142278,550.3155500000503,232.60980802474012,232.60980802474012,310.481201171875,,96.088,96.08832
hf_gpu_fp16,hf,1,models/gpt2-5m,hf,5.03672,prefill,2,7.034696153961118,7.04069999846979,1758.3299414983308,1758.3299414983308,579.521240234375,,5.037,5.03672
hf_gpu_fp16,hf,1,models/gpt2-25m,hf,25.016064,prefill,2,2.484801259505044,2.490349999789032,4977.9904246011465,4977.9904246011465,631.103271484375,,25.016,25.016064
hf_gpu_fp16,hf,1,models/gpt2-45m,hf,45.1712,prefill,2,4.219077200430603,4.219799999191309,2931.7588394899594,2931.7588394899617,520.995361328125,,45.171,45.1712
hf_gpu_fp16,hf,1,models/gpt2-50m,hf,51.475968,prefill,2,5.433857884292597,5.433999999695516,2276.3416232523127,2276.3416232523127,475.005615234375,,51.476,51.475968
hf_gpu_fp16,hf,1,models/gpt2-75m,hf,74.824704,prefill,2,3.9335927694113093,3.9434499994968064,3144.534170654412,3144.534170654412,595.901611328125,,74.825,74.824704
hf_gpu_fp16,hf,1,models/gpt2-100m,hf,96.08832,prefill,2,5.786847853727561,5.804700000226148,2137.487832669621,2137.487832669621,310.481201171875,,96.088,96.08832
ollama,ollama,1,gemma3:270m,ollama,268.1,e2e_kv,2,259.6942010758423,259.77414999999996,573.5449556849289,573.5449556849289,,292.9104,268.1,268.1
ollama,ollama,1,qwen2.5:7b,ollama,7600.0,e2e_kv,2,1458.556186848331,1458.6524485714285,116.5213491216761,116.5213491216761,,232.4129,7600.0,7600.0
ollama,ollama,1,gpt-oss-20b:latest,ollama,20900.0,e2e_kv,2,6647.373597499053,6649.825,33.618178686694456,33.618178686694456,,449.14025000000004,20900.0,20900.0
ollama,ollama,1,gemma3:270m,ollama,268.1,kv_decode,2,257.38222482961015,257.46375,497.3148401554821,497.3148401554821,,292.9104,268.1,268.1
ollama,ollama,1,qwen2.5:7b,ollama,7600.0,kv_decode,2,1446.6004051561833,1446.6902485714286,88.4833154641488,88.4833154641488,,232.4129,7600.0,7600.0
ollama,ollama,1,gpt-oss-20b:latest,ollama,20900.0,kv_decode,2,6589.598707987667,6592.12105,19.424551580787973,19.424551580787966,,449.14025000000004,20900.0,20900.0
ollama,ollama,1,gemma3:270m,ollama,268.1,prefill,2,2.4187281616585192,2.4199,8523.29271841457,8523.29271841457,,292.9104,268.1,268.1
ollama,ollama,1,qwen2.5:7b,ollama,7600.0,prefill,2,11.65302931601907,11.6557,3587.8301501618944,3587.8301501618944,,232.4129,7600.0,7600.0
ollama,ollama,1,gpt-oss-20b:latest,ollama,20900.0,prefill,2,57.8023995927505,57.820800000000006,1651.0705956140039,1651.0705956140039,,449.14025000000004,20900.0,20900.0
