backend,backend_kind,batch_size,mode,scenario,aggregation,n_models,ok,log10_intercept,slope,r2,spearman_rho_loglog,spearman_p_loglog,theilsen_slope,theilsen_log10_intercept,theilsen_slope_ci_low,theilsen_slope_ci_high,slope_ci_low,slope_ci_high,log10_intercept_ci_low,log10_intercept_ci_high,boot_n_used,boot_n_requested
hf_cpu_fp32,hf,1.0,e2e_kv,__all__,geomean_across_scenarios,6,True,2.856470426791526,0.2097564011783007,0.4011003360874704,0.942857142857143,0.0048046647230320545,0.6091249804966387,2.1600215067955415,0.04225282899375795,1.439538428814293,0.05602466491291261,0.8065595273927716,1.8228373100573467,3.0405603942986636,1000,1000
hf_cpu_fp32,hf,1.0,e2e_kv,medium,scenario,6,True,2.866196507627251,0.20637773635324555,0.3411824842573,0.942857142857143,0.0048046647230320545,0.6429603450117668,2.101135963879014,0.002013617466717434,1.6622191751612367,0.02920543740716865,0.8772972517775502,1.703588782216679,3.0757985255450646,1000,1000
hf_cpu_fp32,hf,1.0,e2e_kv,short,scenario,6,True,2.8467443459558006,0.21313506600335627,0.46747731108938806,0.942857142857143,0.0048046647230320545,0.5752896159815123,2.218907049712065,0.08249204052079753,0.8066301739344125,0.0804878386775078,0.7583128617811142,1.9094654368005342,3.0061784926539508,1000,1000
hf_cpu_fp32,hf,1.0,kv_decode,__all__,geomean_across_scenarios,6,True,2.8524366773443903,0.20934755993160417,0.4008156377750778,0.942857142857143,0.0048046647230320545,0.6082749767125173,2.15658417699811,0.04162165513289625,1.4458223312718128,0.05558930383599289,0.8044665058093723,1.8180592044928776,3.036482466859042,1000,1000
hf_cpu_fp32,hf,1.0,kv_decode,medium,scenario,6,True,2.863214503313363,0.20503708616105804,0.33919015919292805,0.942857142857143,0.0048046647230320545,0.6407269079761608,2.0993580864702714,0.0005508540993124867,1.656359839578585,0.027848535339764842,0.8733495859085785,1.7060046379375604,3.072731025223375,1000,1000
hf_cpu_fp32,hf,1.0,kv_decode,short,scenario,6,True,2.841658851375414,0.21365803370215172,0.46895471304128356,0.942857142857143,0.0048046647230320545,0.575823045448871,2.213810267525953,0.08269245616648001,0.8195397666456801,0.08100672272294134,0.7571311993977694,1.9068557646457633,3.001064068199181,1000,1000
hf_cpu_fp32,hf,1.0,prefill,__all__,geomean_across_scenarios,6,True,0.8737886608090633,0.2057495999478623,0.3747679447477835,0.942857142857143,0.0048046647230320545,0.5927457057050891,0.21931739437253317,0.070242502751302,1.0182392354797307,0.05456974285721087,0.9608575928901875,-0.40192870971921785,1.0521611282467986,1000,1000
hf_cpu_fp32,hf,1.0,prefill,medium,scenario,6,True,0.8101997384844698,0.27146319392152046,0.4253523118817243,0.8857142857142858,0.01884548104956266,0.4986790031957561,0.42929880293930245,-0.08982588220066873,1.378277075809272,0.09274246256023079,1.131384788590118,-0.6582445527616926,1.0062979928591935,1000,1000
hf_cpu_fp32,hf,1.0,prefill,short,scenario,6,True,0.9373775831336573,0.14003600597420357,0.28006747138382593,0.8857142857142858,0.01884548104956266,0.23281618574874377,0.7662217634918208,-0.14694045385191823,0.7903303971902551,0.016397023154190983,0.6560891318972649,0.04314431769716325,1.0980997445693024,1000,1000
hf_gpu_fp16,hf,1.0,e2e_kv,__all__,geomean_across_scenarios,6,True,2.873280683067481,-0.12793665923995384,0.10839134761153801,-0.14285714285714288,0.7871720116618075,-0.08623796624726407,2.8392397553973314,-0.7588327284340519,1.3480222416589671,-0.3332098308916464,1.0184873113763484,0.9574861492130777,3.10639752889692,1000,1000
